线号,行别,里程,日期,垂加,垂加等级,水加,水加等级,数据等级,车速,车型,车号,车次
2001,单线,2062.472,2024-02-25 05:50:00,0.06,1,0.07,1,1,77,102,1580,83432
2001,单线,2061.974,2024-02-25 05:50:00,0.07,1,0.06,1,1,75,102,1580,83432
2001,单线,2063.125,2024-02-25 05:50:00,0.07,1,0.08,1,1,78,102,1580,83432
2001,单线,2062.875,2024-02-25 05:50:00,0.07,1,0.06,1,1,78,102,1580,83432
2001,单线,2062.751,2024-02-25 05:50:00,0.07,1,0.07,1,1,78,102,1580,83432
2001,单线,2063.094,2024-02-25 05:50:00,0.06,1,0.07,1,1,78,102,1580,83432
2001,单线,2062.968,2024-02-25 05:50:00,0.07,1,0.08,1,1,78,102,1580,83432
2001,单线,2062.255,2024-02-25 05:50:00,0.07,1,0.06,1,1,76,102,1580,83432
2001,单线,2063.001,2024-02-25 05:50:00,0.07,1,0.06,1,1,78,102,1580,83432
2001,单线,2061.943,2024-02-25 05:50:00,0.06,1,0.06,1,1,75,102,1580,83432
2001,单线,2062.16,2024-02-25 05:50:00,0.08,1,0.08,1,1,76,102,1580,83432
2001,单线,2062.005,2024-02-25 05:50:00,0.08,1,0.06,1,1,75,102,1580,83432
2001,单线,2062.317,2024-02-25 05:50:00,0.07,1,0.07,1,1,77,102,1580,83432
2001,单线,2062.627,2024-02-25 05:50:00,0.08,1,0.06,1,1,78,102,1580,83432
2001,单线,2062.689,2024-02-25 05:50:00,0.08,1,0.08,1,1,78,102,1580,83432
2001,单线,2062.286,2024-02-25 05:50:00,0.07,1,0.06,1,1,76,102,1580,83432
2001,单线,2063.063,2024-02-25 05:50:00,0.07,1,0.07,1,1,78,102,1580,83432
2001,单线,2062.067,2024-02-25 05:50:00,0.07,1,0.06,1,1,75,102,1580,83432
2001,单线,2062.937,2024-02-25 05:50:00,0.07,1,0.06,1,1,78,102,1580,83432
2001,单线,2062.906,2024-02-25 05:50:00,0.06,1,0.06,1,1,78,102,1580,83432
2001,单线,2062.72,2024-02-25 05:50:00,0.07,1,0.07,1,1,78,102,1580,83432
2001,单线,2062.098,2024-02-25 05:50:00,0.06,1,0.07,1,1,75,102,1580,83432
2001,单线,2061.912,2024-02-25 05:50:00,0.07,1,0.07,1,1,75,102,1580,83432
2001,单线,2062.129,2024-02-25 05:50:00,0.07,1,0.08,1,1,75,102,1580,83432
2001,单线,2062.596,2024-02-25 05:50:00,0.07,1,0.07,1,1,78,102,1580,83432
2001,单线,2062.379,2024-02-25 05:50:00,0.07,1,0.07,1,1,77,102,1580,83432
2001,单线,2062.036,2024-02-25 05:50:00,0.06,1,0.07,1,1,75,102,1580,83432
2001,单线,2061.881,2024-02-25 05:50:00,0.07,1,0.06,1,1,75,102,1580,83432
2001,单线,2062.565,2024-02-25 05:50:00,0.06,1,0.06,1,1,78,102,1580,83432
2001,单线,2062.503,2024-02-25 05:50:00,0.07,1,0.06,1,1,78,102,1580,83432
2001,单线,2064.345,2024-02-25 05:51:00,0.07,1,0.06,1,1,76,102,1580,83432
2001,单线,2064.407,2024-02-25 05:51:00,0.08,1,0.08,1,1,76,102,1580,83432
2001,单线,2063.404,2024-02-25 05:51:00,0.08,1,0.08,1,1,78,102,1580,83432
2001,单线,2063.442,2024-02-25 05:51:00,0.07,1,0.07,1,1,78,102,1580,83432
2001,单线,2063.28,2024-02-25 05:51:00,0.06,1,0.06,1,1,78,102,1580,83432
2001,单线,2063.876,2024-02-25 05:51:00,0.07,1,0.06,1,1,77,102,1580,83432
2001,单线,2063.752,2024-02-25 05:51:00,0.06,1,0.08,1,1,77,102,1580,83432
2001,单线,2063.721,2024-02-25 05:51:00,0.08,1,0.06,1,1,77,102,1580,83432
2001,单线,2064.004,2024-02-25 05:51:00,0.08,1,0.06,1,1,77,102,1580,83432
2001,单线,2063.187,2024-02-25 05:51:00,0.07,1,0.07,1,1,78,102,1580,83432
2001,单线,2063.342,2024-02-25 05:51:00,0.07,1,0.06,1,1,78,102,1580,83432
2001,单线,2063.659,2024-02-25 05:51:00,0.07,1,0.06,1,1,77,102,1580,83432
2001,单线,2063.597,2024-02-25 05:51:00,0.07,1,0.07,1,1,77,102,1580,83432
2001,单线,2064.314,2024-02-25 05:51:00,0.08,1,0.07,1,1,76,102,1580,83432
2001,单线,2064.097,2024-02-25 05:51:00,0.07,1,0.07,1,1,77,102,1580,83432
2001,单线,2063.311,2024-02-25 05:51:00,0.06,1,0.06,1,1,78,102,1580,83432
2001,单线,2064.376,2024-02-25 05:51:00,0.06,1,0.06,1,1,76,102,1580,83432
2001,单线,2064.159,2024-02-25 05:51:00,0.08,1,0.06,1,1,77,102,1580,83432
2001,单线,2063.473,2024-02-25 05:51:00,0.06,1,0.07,1,1,78,102,1580,83432
2001,单线,2063.249,2024-02-25 05:51:00,0.08,1,0.06,1,1,78,102,1580,83432
2001,单线,2063.907,2024-02-25 05:51:00,0.07,1,0.06,1,1,77,102,1580,83432
2001,单线,2064.221,2024-02-25 05:51:00,0.07,1,0.08,1,1,77,102,1580,83432
2001,单线,2064.035,2024-02-25 05:51:00,0.08,1,0.06,1,1,77,102,1580,83432
2001,单线,2063.373,2024-02-25 05:51:00,0.06,1,0.08,1,1,78,102,1580,83432
2001,单线,2064.066,2024-02-25 05:51:00,0.06,1,0.06,1,1,77,102,1580,83432
2001,单线,2063.156,2024-02-25 05:51:00,0.06,1,0.06,1,1,78,102,1580,83432
2001,单线,2063.973,2024-02-25 05:51:00,0.06,1,0.06,1,1,77,102,1580,83432
2001,单线,2063.942,2024-02-25 05:51:00,0.07,1,0.06,1,1,77,102,1580,83432
2001,单线,2063.69,2024-02-25 05:51:00,0.06,1,0.08,1,1,77,102,1580,83432
2001,单线,2063.783,2024-02-25 05:51:00,0.07,1,0.08,1,1,77,102,1580,83432
2001,单线,2064.128,2024-02-25 05:51:00,0.07,1,0.07,1,1,77,102,1580,83432
2001,单线,2063.218,2024-02-25 05:51:00,0.06,1,0.07,1,1,78,102,1580,83432
2001,单线,2063.814,2024-02-25 05:51:00,0.06,1,0.08,1,1,77,102,1580,83432
2001,单线,2063.628,2024-02-25 05:51:00,0.06,1,0.07,1,1,77,102,1580,83432
2001,单线,2064.283,2024-02-25 05:51:00,0.07,1,0.06,1,1,76,102,1580,83432
2001,单线,2063.566,2024-02-25 05:51:00,0.06,1,0.07,1,1,77,102,1580,83432
2001,单线,2063.504,2024-02-25 05:51:00,0.06,1,0.06,1,1,78,102,1580,83432
2001,单线,2064.19,2024-02-25 05:51:00,0.08,1,0.06,1,1,77,102,1580,83432
2001,单线,2063.845,2024-02-25 05:51:00,0.06,1,0.08,1,1,77,102,1580,83432
2001,单线,2063.535,2024-02-25 05:51:00,0.07,1,0.07,1,1,78,102,1580,83432
2001,单线,2064.252,2024-02-25 05:51:00,0.07,1,0.06,1,1,76,102,1580,83432
2001,单线,2065.252,2024-02-25 05:52:00,0.06,1,0.06,1,1,74,102,1580,83432
2001,单线,2064.562,2024-02-25 05:52:00,0.06,1,0.07,1,1,76,102,1580,83432
2001,单线,2065.157,2024-02-25 05:52:00,0.07,1,0.07,1,1,75,102,1580,83432
2001,单线,2064.531,2024-02-25 05:52:00,0.06,1,0.07,1,1,76,102,1580,83432
2001,单线,2064.438,2024-02-25 05:52:00,0.08,1,0.06,1,1,76,102,1580,83432
2001,单线,2065.314,2024-02-25 05:52:00,0.07,1,0.07,1,1,74,102,1580,83432
2001,单线,2064.5,2024-02-25 05:52:00,0.08,1,0.07,1,1,76,102,1580,83432
2001,单线,2064.875,2024-02-25 05:52:00,0.08,1,0.06,1,1,75,102,1580,83432
2001,单线,2064.72,2024-02-25 05:52:00,0.07,1,0.07,1,1,76,102,1580,83432
2001,单线,2064.971,2024-02-25 05:52:00,0.07,1,0.07,1,1,75,102,1580,83432
2001,单线,2065.627,2024-02-25 05:52:00,0.08,1,0.06,1,1,74,102,1580,83432
2001,单线,2065.376,2024-02-25 05:52:00,0.06,1,0.06,1,1,74,102,1580,83432
2001,单线,2064.469,2024-02-25 05:52:00,0.07,1,0.06,1,1,76,102,1580,83432
2001,单线,2064.813,2024-02-25 05:52:00,0.08,1,0.06,1,1,75,102,1580,83432
2001,单线,2065.126,2024-02-25 05:52:00,0.06,1,0.06,1,1,75,102,1580,83432
2001,单线,2065.469,2024-02-25 05:52:00,0.06,1,0.07,1,1,74,102,1580,83432
2001,单线,2064.689,2024-02-25 05:52:00,0.07,1,0.06,1,1,76,102,1580,83432
2001,单线,2064.658,2024-02-25 05:52:00,0.07,1,0.06,1,1,76,102,1580,83432
2001,单线,2064.906,2024-02-25 05:52:00,0.07,1,0.08,1,1,75,102,1580,83432
2001,单线,2065.002,2024-02-25 05:52:00,0.07,1,0.06,1,1,75,102,1580,83432
2001,单线,2064.94,2024-02-25 05:52:00,0.07,1,0.06,1,1,75,102,1580,83432
2001,单线,2064.844,2024-02-25 05:52:00,0.06,1,0.06,1,1,75,102,1580,83432
2001,单线,2065.438,2024-02-25 05:52:00,0.06,1,0.06,1,1,74,102,1580,83432
2001,单线,2065.5,2024-02-25 05:52:00,0.07,1,0.07,1,1,74,102,1580,83432
2001,单线,2065.19,2024-02-25 05:52:00,0.07,1,0.05,1,1,75,102,1580,83432
2001,单线,2065.596,2024-02-25 05:52:00,0.07,1,0.08,1,1,74,102,1580,83432
2001,单线,2064.782,2024-02-25 05:52:00,0.07,1,0.06,1,1,75,102,1580,83432
2001,单线,2065.033,2024-02-25 05:52:00,0.06,1,0.06,1,1,75,102,1580,83432
2001,单线,2065.407,2024-02-25 05:52:00,0.07,1,0.08,1,1,74,102,1580,83432
2001,单线,2065.658,2024-02-25 05:52:00,0.06,1,0.08,1,1,74,102,1580,83432
2001,单线,2065.221,2024-02-25 05:52:00,0.06,1,0.08,1,1,75,102,1580,83432
2001,单线,2065.064,2024-02-25 05:52:00,0.06,1,0.07,1,1,75,102,1580,83432
2001,单线,2065.562,2024-02-25 05:52:00,0.07,1,0.08,1,1,74,102,1580,83432
2001,单线,2065.283,2024-02-25 05:52:00,0.06,1,0.06,1,1,74,102,1580,83432
2001,单线,2065.095,2024-02-25 05:52:00,0.07,1,0.07,1,1,75,102,1580,83432
2001,单线,2065.531,2024-02-25 05:52:00,0.07,1,0.06,1,1,74,102,1580,83432
2001,单线,2064.627,2024-02-25 05:52:00,0.07,1,0.07,1,1,76,102,1580,83432
2001,单线,2064.593,2024-02-25 05:52:00,0.07,1,0.07,1,1,76,102,1580,83432
2001,单线,2064.751,2024-02-25 05:52:00,0.07,1,0.07,1,1,76,102,1580,83432
2001,单线,2066.532,2024-02-25 05:53:00,0.08,1,0.07,1,1,73,102,1580,83432
2001,单线,2066.749,2024-02-25 05:53:00,0.06,1,0.06,1,1,72,102,1580,83432
2001,单线,2065.693,2024-02-25 05:53:00,0.07,1,0.08,1,1,74,102,1580,83432
2001,单线,2066.656,2024-02-25 05:53:00,0.07,1,0.06,1,1,73,102,1580,83432
2001,单线,2066.127,2024-02-25 05:53:00,0.06,1,0.07,1,1,73,102,1580,83432
2001,单线,2065.817,2024-02-25 05:53:00,0.06,1,0.08,1,1,73,102,1580,83432
2001,单线,2066.501,2024-02-25 05:53:00,0.06,1,0.07,1,1,73,102,1580,83432
2001,单线,2066.377,2024-02-25 05:53:00,0.06,1,0.06,1,1,73,102,1580,83432
2001,单线,2066.78,2024-02-25 05:53:00,0.06,1,0.08,1,1,72,102,1580,83432
2001,单线,2066.034,2024-02-25 05:53:00,0.06,1,0.06,1,1,73,102,1580,83432
2001,单线,2066.408,2024-02-25 05:53:00,0.07,1,0.06,1,1,73,102,1580,83432
2001,单线,2066.222,2024-02-25 05:53:00,0.07,1,0.07,1,1,73,102,1580,83432
2001,单线,2066.158,2024-02-25 05:53:00,0.06,1,0.07,1,1,73,102,1580,83432
2001,单线,2066.253,2024-02-25 05:53:00,0.07,1,0.06,1,1,73,102,1580,83432
2001,单线,2066.315,2024-02-25 05:53:00,0.06,1,0.06,1,1,73,102,1580,83432
2001,单线,2065.972,2024-02-25 05:53:00,0.06,1,0.08,1,1,73,102,1580,83432
2001,单线,2065.755,2024-02-25 05:53:00,0.07,1,0.06,1,1,74,102,1580,83432
2001,单线,2065.724,2024-02-25 05:53:00,0.06,1,0.07,1,1,74,102,1580,83432
2001,单线,2065.879,2024-02-25 05:53:00,0.07,1,0.06,1,1,73,102,1580,83432
2001,单线,2066.284,2024-02-25 05:53:00,0.06,1,0.06,1,1,73,102,1580,83432
2001,单线,2066.191,2024-02-25 05:53:00,0.07,1,0.06,1,1,73,102,1580,83432
2001,单线,2066.003,2024-02-25 05:53:00,0.06,1,0.08,1,1,73,102,1580,83432
2001,单线,2066.718,2024-02-25 05:53:00,0.06,1,0.07,1,1,72,102,1580,83432
2001,单线,2066.096,2024-02-25 05:53:00,0.06,1,0.08,1,1,73,102,1580,83432
2001,单线,2065.848,2024-02-25 05:53:00,0.06,1,0.07,1,1,73,102,1580,83432
2001,单线,2066.594,2024-02-25 05:53:00,0.08,1,0.07,1,1,73,102,1580,83432
2001,单线,2066.811,2024-02-25 05:53:00,0.07,1,0.06,1,1,72,102,1580,83432
2001,单线,2066.842,2024-02-25 05:53:00,0.07,1,0.06,1,1,72,102,1580,83432
2001,单线,2065.941,2024-02-25 05:53:00,0.07,1,0.06,1,1,73,102,1580,83432
2001,单线,2065.91,2024-02-25 05:53:00,0.07,1,0.09,1,1,73,102,1580,83432
2001,单线,2066.47,2024-02-25 05:53:00,0.07,1,0.08,1,1,73,102,1580,83432
2001,单线,2066.625,2024-02-25 05:53:00,0.06,1,0.08,1,1,73,102,1580,83432
2001,单线,2066.346,2024-02-25 05:53:00,0.06,1,0.06,1,1,73,102,1580,83432
2001,单线,2066.065,2024-02-25 05:53:00,0.06,1,0.07,1,1,73,102,1580,83432
2001,单线,2066.439,2024-02-25 05:53:00,0.07,1,0.06,1,1,73,102,1580,83432
2001,单线,2065.786,2024-02-25 05:53:00,0.06,1,0.07,1,1,73,102,1580,83432
2001,单线,2066.687,2024-02-25 05:53:00,0.07,1,0.06,1,1,73,102,1580,83432
2001,单线,2066.563,2024-02-25 05:53:00,0.06,1,0.06,1,1,73,102,1580,83432
2001,单线,2067.621,2024-02-25 05:54:00,0.06,1,0.06,1,1,71,102,1580,83432
2001,单线,2067.725,2024-02-25 05:54:00,0.08,1,0.08,1,1,71,102,1580,83432
2001,单线,2067.122,2024-02-25 05:54:00,0.06,1,0.06,1,1,72,102,1580,83432
2001,单线,2067.406,2024-02-25 05:54:00,0.07,1,0.06,1,1,71,102,1580,83432
2001,单线,2067.971,2024-02-25 05:54:00,0.07,1,0.06,1,1,71,102,1580,83432
2001,单线,2068.043,2024-02-25 05:54:00,0.08,1,0.06,1,1,71,102,1580,83432
2001,单线,2067.938,2024-02-25 05:54:00,0.07,1,0.07,1,1,71,102,1580,83432
2001,单线,2067.029,2024-02-25 05:54:00,0.09,2,0.07,1,2,72,102,1580,83432
2001,单线,2067.249,2024-02-25 05:54:00,0.06,1,0.07,1,1,72,102,1580,83432
2001,单线,2066.936,2024-02-25 05:54:00,0.08,1,0.07,1,1,72,102,1580,83432
2001,单线,2067.797,2024-02-25 05:54:00,0.08,1,0.07,1,1,71,102,1580,83432
2001,单线,2067.763,2024-02-25 05:54:00,0.07,1,0.06,1,1,71,102,1580,83432
2001,单线,2067.518,2024-02-25 05:54:00,0.07,1,0.08,1,1,71,102,1580,83432
2001,单线,2067.06,2024-02-25 05:54:00,0.07,1,0.06,1,1,72,102,1580,83432
2001,单线,2066.904,2024-02-25 05:54:00,0.07,1,0.08,1,1,72,102,1580,83432
2001,单线,2067.655,2024-02-25 05:54:00,0.08,1,0.06,1,1,71,102,1580,83432
2001,单线,2067.218,2024-02-25 05:54:00,0.07,1,0.06,1,1,72,102,1580,83432
2001,单线,2067.342,2024-02-25 05:54:00,0.06,1,0.06,1,1,72,102,1580,83432
2001,单线,2067.187,2024-02-25 05:54:00,0.06,1,0.06,1,1,72,102,1580,83432
2001,单线,2067.445,2024-02-25 05:54:00,0.08,1,0.08,1,1,71,102,1580,83432
2001,单线,2066.998,2024-02-25 05:54:00,0.08,1,0.06,1,1,72,102,1580,83432
2001,单线,2067.835,2024-02-25 05:54:00,0.09,2,0.06,1,2,71,102,1580,83432
2001,单线,2067.588,2024-02-25 05:54:00,0.08,1,0.06,1,1,71,102,1580,83432
2001,单线,2067.28,2024-02-25 05:54:00,0.08,1,0.08,1,1,72,102,1580,83432
2001,单线,2067.153,2024-02-25 05:54:00,0.07,1,0.06,1,1,72,102,1580,83432
2001,单线,2067.091,2024-02-25 05:54:00,0.08,1,0.07,1,1,72,102,1580,83432
2001,单线,2067.907,2024-02-25 05:54:00,0.08,1,0.06,1,1,71,102,1580,83432
2001,单线,2067.479,2024-02-25 05:54:00,0.07,1,0.06,1,1,71,102,1580,83432
2001,单线,2067.693,2024-02-25 05:54:00,0.06,1,0.07,1,1,71,102,1580,83432
2001,单线,2067.55,2024-02-25 05:54:00,0.06,1,0.06,1,1,71,102,1580,83432
2001,单线,2067.373,2024-02-25 05:54:00,0.08,1,0.06,1,1,71,102,1580,83432
2001,单线,2067.311,2024-02-25 05:54:00,0.06,1,0.06,1,1,72,102,1580,83432
2001,单线,2066.967,2024-02-25 05:54:00,0.1,2,0.06,1,2,72,102,1580,83432
2001,单线,2067.868,2024-02-25 05:54:00,0.08,1,0.06,1,1,71,102,1580,83432
2001,单线,2068.357,2024-02-25 05:55:00,0.07,1,0.06,1,1,70,102,1580,83432
2001,单线,2068.671,2024-02-25 05:55:00,0.07,1,0.06,1,1,70,102,1580,83432
2001,单线,2068.428,2024-02-25 05:55:00,0.07,1,0.06,1,1,70,102,1580,83432
2001,单线,2068.882,2024-02-25 05:55:00,0.06,1,0.06,1,1,70,102,1580,83432
2001,单线,2068.602,2024-02-25 05:55:00,0.07,1,0.06,1,1,70,102,1580,83432
2001,单线,2068.396,2024-02-25 05:55:00,0.08,1,0.06,1,1,70,102,1580,83432
2001,单线,2069.192,2024-02-25 05:55:00,0.07,1,0.06,1,1,69,102,1580,83432
2001,单线,2068.64,2024-02-25 05:55:00,0.06,1,0.07,1,1,70,102,1580,83432
2001,单线,2069.053,2024-02-25 05:55:00,0.06,1,0.06,1,1,69,102,1580,83432
2001,单线,2068.774,2024-02-25 05:55:00,0.08,1,0.06,1,1,70,102,1580,83432
2001,单线,2068.114,2024-02-25 05:55:00,0.06,1,0.06,1,1,71,102,1580,83432
2001,单线,2068.709,2024-02-25 05:55:00,0.06,1,0.06,1,1,70,102,1580,83432
2001,单线,2069.02,2024-02-25 05:55:00,0.06,1,0.06,1,1,70,102,1580,83432
2001,单线,2068.569,2024-02-25 05:55:00,0.08,1,0.06,1,1,70,102,1580,83432
2001,单线,2069.155,2024-02-25 05:55:00,0.06,1,0.08,1,1,69,102,1580,83432
2001,单线,2068.466,2024-02-25 05:55:00,0.07,1,0.06,1,1,70,102,1580,83432
2001,单线,2068.498,2024-02-25 05:55:00,0.08,1,0.06,1,1,70,102,1580,83432
2001,单线,2068.081,2024-02-25 05:55:00,0.07,1,0.06,1,1,71,102,1580,83432
2001,单线,2068.983,2024-02-25 05:55:00,0.07,1,0.07,1,1,70,102,1580,83432
2001,单线,2068.741,2024-02-25 05:55:00,0.08,1,0.07,1,1,70,102,1580,83432
2001,单线,2068.536,2024-02-25 05:55:00,0.08,1,0.07,1,1,70,102,1580,83432
2001,单线,2068.288,2024-02-25 05:55:00,0.06,1,0.07,1,1,70,102,1580,83432
2001,单线,2068.811,2024-02-25 05:55:00,0.07,1,0.08,1,1,70,102,1580,83432
2001,单线,2068.326,2024-02-25 05:55:00,0.08,1,0.06,1,1,70,102,1580,83432
2001,单线,2068.255,2024-02-25 05:55:00,0.09,2,0.07,1,2,70,102,1580,83432
2001,单线,2068.183,2024-02-25 05:55:00,0.08,1,0.06,1,1,70,102,1580,83432
2001,单线,2069.123,2024-02-25 05:55:00,0.08,1,0.08,1,1,69,102,1580,83432
2001,单线,2068.952,2024-02-25 05:55:00,0.07,1,0.06,1,1,70,102,1580,83432
2001,单线,2068.914,2024-02-25 05:55:00,0.06,1,0.06,1,1,70,102,1580,83432
2001,单线,2069.09,2024-02-25 05:55:00,0.07,1,0.07,1,1,69,102,1580,83432
2001,单线,2068.152,2024-02-25 05:55:00,0.06,1,0.07,1,1,70,102,1580,83432
2001,单线,2068.844,2024-02-25 05:55:00,0.06,1,0.08,1,1,70,102,1580,83432
2001,单线,2069.673,2024-02-25 05:56:00,0.06,1,0.07,1,1,69,102,1580,83432
2001,单线,2069.225,2024-02-25 05:56:00,0.06,1,0.06,1,1,69,102,1580,83432
2001,单线,2069.395,2024-02-25 05:56:00,0.08,1,0.06,1,1,69,102,1580,83432
2001,单线,2069.881,2024-02-25 05:56:00,0.07,1,0.07,1,1,69,102,1580,83432
2001,单线,2070.306,2024-02-25 05:56:00,0.07,1,0.08,1,1,69,102,1580,83432
2001,单线,2069.571,2024-02-25 05:56:00,0.06,1,0.07,1,1,69,102,1580,83432
2001,单线,2070.061,2024-02-25 05:56:00,0.06,1,0.08,1,1,69,102,1580,83432
2001,单线,2069.363,2024-02-25 05:56:00,0.08,1,0.07,1,1,69,102,1580,83432
2001,单线,2069.981,2024-02-25 05:56:00,0.07,1,0.07,1,1,69,102,1580,83432
2001,单线,2070.131,2024-02-25 05:56:00,0.06,1,0.06,1,1,69,102,1580,83432
2001,单线,2069.641,2024-02-25 05:56:00,0.08,1,0.08,1,1,69,102,1580,83432
2001,单线,2070.02,2024-02-25 05:56:00,0.08,1,0.08,1,1,69,102,1580,83432
2001,单线,2069.534,2024-02-25 05:56:00,0.07,1,0.06,1,1,69,102,1580,83432
2001,单线,2069.432,2024-02-25 05:56:00,0.09,2,0.06,1,2,69,102,1580,83432
2001,单线,2069.262,2024-02-25 05:56:00,0.06,1,0.06,1,1,69,102,1580,83432
2001,单线,2070.237,2024-02-25 05:56:00,0.08,1,0.08,1,1,69,102,1580,83432
2001,单线,2069.332,2024-02-25 05:56:00,0.07,1,0.08,1,1,69,102,1580,83432
2001,单线,2069.849,2024-02-25 05:56:00,0.07,1,0.07,1,1,69,102,1580,83432
2001,单线,2070.2,2024-02-25 05:56:00,0.06,1,0.06,1,1,69,102,1580,83432
2001,单线,2069.95,2024-02-25 05:56:00,0.06,1,0.06,1,1,69,102,1580,83432
2001,单线,2070.168,2024-02-25 05:56:00,0.07,1,0.06,1,1,69,102,1580,83432
2001,单线,2069.742,2024-02-25 05:56:00,0.07,1,0.08,1,1,69,102,1580,83432
2001,单线,2069.604,2024-02-25 05:56:00,0.07,1,0.05,1,1,69,102,1580,83432
2001,单线,2069.913,2024-02-25 05:56:00,0.06,1,0.06,1,1,69,102,1580,83432
2001,单线,2070.098,2024-02-25 05:56:00,0.06,1,0.08,1,1,69,102,1580,83432
2001,单线,2069.502,2024-02-25 05:56:00,0.06,1,0.07,1,1,69,102,1580,83432
2001,单线,2070.269,2024-02-25 05:56:00,0.07,1,0.06,1,1,69,102,1580,83432
2001,单线,2069.71,2024-02-25 05:56:00,0.08,1,0.07,1,1,69,102,1580,83432
2001,单线,2069.812,2024-02-25 05:56:00,0.07,1,0.06,1,1,69,102,1580,83432
2001,单线,2069.465,2024-02-25 05:56:00,0.06,1,0.06,1,1,69,102,1580,83432
2001,单线,2070.338,2024-02-25 05:56:00,0.06,1,0.07,1,1,69,102,1580,83432
2001,单线,2069.78,2024-02-25 05:56:00,0.08,1,0.06,1,1,69,102,1580,83432
2001,单线,2069.295,2024-02-25 05:56:00,0.07,1,0.07,1,1,69,102,1580,83432
2001,单线,2071.011,2024-02-25 05:57:00,0.07,1,0.07,1,1,69,102,1580,83432
2001,单线,2071.181,2024-02-25 05:57:00,0.06,1,0.06,1,1,69,102,1580,83432
2001,单线,2070.454,2024-02-25 05:57:00,0.07,1,0.07,1,1,69,102,1580,83432
2001,单线,2070.725,2024-02-25 05:57:00,0.08,1,0.07,1,1,69,102,1580,83432
2001,单线,2071.213,2024-02-25 05:57:00,0.06,1,0.07,1,1,69,102,1580,83432
2001,单线,2071.112,2024-02-25 05:57:00,0.07,1,0.07,1,1,69,102,1580,83432
2001,单线,2071.25,2024-02-25 05:57:00,0.07,1,0.08,1,1,69,102,1580,83432
2001,单线,2070.657,2024-02-25 05:57:00,0.06,1,0.08,1,1,69,102,1580,83432
2001,单线,2070.408,2024-02-25 05:57:00,0.08,1,0.07,1,1,69,102,1580,83432
2001,单线,2071.42,2024-02-25 05:57:00,0.07,1,0.08,1,1,69,102,1580,83432
2001,单线,2070.905,2024-02-25 05:57:00,0.08,1,0.09,1,1,69,102,1580,83432
2001,单线,2070.795,2024-02-25 05:57:00,0.06,1,0.06,1,1,69,102,1580,83432
2001,单线,2070.758,2024-02-25 05:57:00,0.07,1,0.07,1,1,69,102,1580,83432
2001,单线,2071.08,2024-02-25 05:57:00,0.08,1,0.07,1,1,69,102,1580,83432
2001,单线,2071.144,2024-02-25 05:57:00,0.07,1,0.06,1,1,69,102,1580,83432
2001,单线,2070.836,2024-02-25 05:57:00,0.08,1,0.07,1,1,69,102,1580,83432
2001,单线,2070.588,2024-02-25 05:57:00,0.08,1,0.07,1,1,69,102,1580,83432
2001,单线,2070.693,2024-02-25 05:57:00,0.06,1,0.07,1,1,69,102,1580,83432
2001,单线,2071.044,2024-02-25 05:57:00,0.08,1,0.08,1,1,69,102,1580,83432
2001,单线,2070.873,2024-02-25 05:57:00,0.07,1,0.07,1,1,69,102,1580,83432
2001,单线,2071.452,2024-02-25 05:57:00,0.08,1,0.06,1,1,69,102,1580,83432
2001,单线,2071.351,2024-02-25 05:57:00,0.06,1,0.07,1,1,69,102,1580,83432
2001,单线,2070.486,2024-02-25 05:57:00,0.09,2,0.07,1,2,69,102,1580,83432
2001,单线,2070.371,2024-02-25 05:57:00,0.07,1,0.08,1,1,69,102,1580,83432
2001,单线,2070.624,2024-02-25 05:57:00,0.08,1,0.08,1,1,69,102,1580,83432
2001,单线,2071.282,2024-02-25 05:57:00,0.07,1,0.06,1,1,69,102,1580,83432
2001,单线,2070.555,2024-02-25 05:57:00,0.06,1,0.06,1,1,69,102,1580,83432
2001,单线,2070.518,2024-02-25 05:57:00,0.07,1,0.07,1,1,69,102,1580,83432
2001,单线,2071.383,2024-02-25 05:57:00,0.1,2,0.08,1,2,69,102,1580,83432
2001,单线,2070.942,2024-02-25 05:57:00,0.07,1,0.08,1,1,69,102,1580,83432
2001,单线,2070.974,2024-02-25 05:57:00,0.07,1,0.07,1,1,69,102,1580,83432
2001,单线,2071.489,2024-02-25 05:57:00,0.08,1,0.06,1,1,69,102,1580,83432
2001,单线,2071.319,2024-02-25 05:57:00,0.08,1,0.06,1,1,69,102,1580,83432
2001,单线,2072.011,2024-02-25 05:58:00,0.08,1,0.06,1,1,68,102,1580,83432
2001,单线,2071.805,2024-02-25 05:58:00,0.06,1,0.07,1,1,68,102,1580,83432
2001,单线,2071.942,2024-02-25 05:58:00,0.06,1,0.08,1,1,68,102,1580,83432
2001,单线,2071.974,2024-02-25 05:58:00,0.08,1,0.07,1,1,68,102,1580,83432
2001,单线,2071.906,2024-02-25 05:58:00,0.07,1,0.06,1,1,68,102,1580,83432
2001,单线,2071.768,2024-02-25 05:58:00,0.07,1,0.06,1,1,69,102,1580,83432
2001,单线,2071.658,2024-02-25 05:58:00,0.07,1,0.08,1,1,69,102,1580,83432
2001,单线,2071.727,2024-02-25 05:58:00,0.07,1,0.06,1,1,69,102,1580,83432
2001,单线,2072.043,2024-02-25 05:58:00,0.06,1,0.06,1,1,68,102,1580,83432
2001,单线,2071.626,2024-02-25 05:58:00,0.07,1,0.08,1,1,69,102,1580,83432
