设备ID,n,coverage_days,l3plus_rate,conflict_rate,max_acc_p95,max_acc_std,peer_support_rate,peer_residual_mean,peer_residual_p95,peer_level_disagree_rate,l3plus_cnt,isolated_l3plus_rate,weekly_mean_slope,cluster_label,distance_to_main_cluster,reliability_score,is_noise,is_abnormal_device
101_230,5,1,0.0,0.0,0.05,0.005477225575051662,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.0,0,1.952601701759899,84.31,0,0
240_346,1299,17,0.0,0.0,0.06,0.006184725493332394,0.2909930715935335,0.002777777777777778,0.009999999999999997,0.010582010582010581,0.0,0.0,2.6121127095511015e-05,0,1.9231780483239331,84.77,0,0
103_6180,116,3,0.0,0.0,0.09,0.015287352564318879,0.05172413793103448,0.003333333333333334,0.0050000000000000044,0.0,0.0,0.0,0.0,0,1.9196244375414628,84.82,0,0
101_1215,913,15,0.0,0.0,0.11,0.017667000127011567,0.1796276013143483,0.0052439024390243906,0.015,0.07926829268292683,0.0,0.0,0.0015742218827459538,0,1.905451415311776,85.04,0,0
237_6523,29,3,0.0,0.0,0.05599999999999998,0.006037648712076858,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.0032352941176470654,0,1.9046264059819211,85.05,0,0
101_1224,42,6,0.0,0.0,0.05,0.005823577373595079,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.00021621621621620984,0,1.8814101918515966,85.41,0,0
101_1185,852,18,0.0,0.0035211267605633804,0.11,0.014567444338727873,0.08450704225352113,0.005416666666666667,0.015,0.05555555555555555,0.0,0.0,0.0006294683343831942,0,1.855790789864712,85.8,0,0
239_921,1204,28,0.0,0.0,0.09849999999999909,0.014101486271412703,0.21096345514950166,0.006259842519685039,0.015,0.09448818897637795,0.0,0.0,0.00021312203069292774,0,1.8505894950752289,85.88,0,0
237_6562,243,22,0.0,0.0,0.08,0.015256315447642969,0.0411522633744856,0.003,0.0050000000000000044,0.0,0.0,0.0,0.00047972147357550684,0,1.8264919493015022,86.26,0,0
237_6529,300,19,0.0,0.0,0.08,0.0164192561720727,0.06,0.006666666666666666,0.015000000000000001,0.0,0.0,0.0,0.001935520756626122,0,1.8250530440738495,86.28,0,0
103_1077,763,33,0.0,0.0,0.1,0.017603189345681627,0.05504587155963303,0.005952380952380952,0.015,0.047619047619047616,0.0,0.0,0.00022327873567785044,0,1.8181083326561693,86.38,0,0
240_669,1611,20,0.0006207324643078833,0.0,0.06,0.007991633086068957,0.2594661700806952,0.0033732057416267945,0.010000000000000002,0.0430622009569378,1.0,1.0,2.6938323355407753e-05,0,1.8125027923241315,86.47,0,0
237_6520,220,11,0.0,0.0,0.09,0.017217083911460724,0.07272727272727272,0.005625,0.010000000000000009,0.0,0.0,0.0,0.003224180911680911,0,1.7804700007915952,86.96,0,0
102_1193,1612,8,0.0,0.0,0.06,0.005989322397887861,0.228287841191067,0.002907608695652174,0.009999999999999995,0.019021739130434784,0.0,0.0,0.00042366063465367615,0,1.7793951899069111,86.98,0,0
239_8725,605,30,0.0,0.0,0.09,0.014408730531049302,0.13388429752066117,0.0036419753086419757,0.010000000000000009,0.16049382716049382,0.0,0.0,0.002692105932824261,0,1.7742814896063481,87.06,0,0
101_1296,1990,23,0.001507537688442211,0.0,0.1,0.011157967048010094,0.14371859296482412,0.005944055944055943,0.015,0.10139860139860139,3.0,0.3333333333333333,0.0020887759855676164,0,1.7677435529622205,87.16,0,0
103_6259,625,35,0.0,0.0,0.1,0.017753396208136537,0.08,0.0058,0.015,0.06,0.0,0.0,0.0002698177198244334,0,1.7649185270990118,87.2,0,0
240_62,201,14,0.0,0.0,0.07,0.010791096385170037,0.11940298507462686,0.002083333333333334,0.009249999999999986,0.0,0.0,0.0,0.0017741888519199449,0,1.7634523473315016,87.23,0,0
101_1218,9,1,0.0,0.0,0.09799999999999999,0.022047927592204922,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.0,0,1.760431503633319,87.27,0,0
239_8728,126,6,0.0,0.0,0.0975,0.008968374770923996,0.15873015873015872,0.004499999999999998,0.009999999999999995,0.15,0.0,0.0,0.00020882771713336828,0,1.7539102254734131,87.37,0,0
239_8715,330,34,0.0030303030303030303,0.0,0.08,0.012180559557425454,0.06666666666666667,0.0022727272727272717,0.009749999999999991,0.045454545454545456,1.0,1.0,0.0002845944764104104,0,1.7531101269482277,87.39,0,0
237_8067,153,15,0.0,0.0,0.08,0.015769179137289133,0.0196078431372549,0.003333333333333336,0.0050000000000000044,0.0,0.0,0.0,0.0020834699609259696,0,1.7471932437092343,87.48,0,0
237_6343,112,15,0.0,0.0,0.07,0.012217199935336015,0.08035714285714286,0.0038888888888888883,0.0050000000000000044,0.0,0.0,0.0,0.00017379185142342988,0,1.7424579706164864,87.55,0,0
102_1346,64,7,0.0,0.0,0.07,0.01171334200612195,0.03125,0.0050000000000000044,0.0050000000000000044,0.0,0.0,0.0,0.0003095238095238116,0,1.7304715879722505,87.73,0,0
240_59,670,12,0.0,0.0,0.07,0.008148335865268657,0.23880597014925373,0.003,0.010000000000000002,0.15,0.0,0.0,0.0007290703586216712,0,1.730813162722791,87.73,0,0
237_6517,232,17,0.0,0.0,0.08,0.013852524919083384,0.09051724137931035,0.0035714285714285718,0.0050000000000000044,0.0,0.0,0.0,0.00023451061133988012,0,1.7154505458881388,87.96,0,0
239_8703,361,11,0.0,0.0,0.07,0.007001626685195572,0.17174515235457063,0.0024193548387096775,0.009749999999999981,0.0,0.0,0.0,0.0010233631098458783,0,1.7139481941112138,87.99,0,0
103_6232,96,15,0.0,0.0,0.1,0.021926662052668435,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.002165367965367962,0,1.7059636913701648,88.11,0,0
237_6366,393,14,0.0,0.0,0.09,0.01404449194750232,0.12213740458015267,0.0031250000000000006,0.0050000000000000044,0.041666666666666664,0.0,0.0,0.0005582349078752637,0,1.699654092735276,88.21,0,0
239_8868,214,23,0.0,0.0,0.08349999999999995,0.014848702400137137,0.07476635514018691,0.0024999999999999996,0.010000000000000002,0.0625,0.0,0.0,0.003190371749462659,0,1.6947678317082293,88.28,0,0
101_1041,1685,26,0.0,0.0017804154302670622,0.1,0.013773830914685755,0.07359050445103858,0.002983870967741936,0.010000000000000009,0.03225806451612903,0.0,0.0,0.0027743624589168154,0,1.6772735743912834,88.55,0,0
240_347,2785,17,0.0017953321364452424,0.0,0.06,0.007594600695133666,0.31382405745062836,0.0033180778032036616,0.010000000000000002,0.043478260869565216,5.0,0.6,4.496822201022927e-05,0,1.6737375004883241,88.61,0,0
102_1365,20,3,0.0,0.0,0.05100000000000002,0.007591546545162484,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.0005555555555555522,0,1.673172254224245,88.62,0,0
240_72,1397,20,0.0007158196134574087,0.0,0.06,0.008336403545023845,0.28203292770221905,0.0037055837563451776,0.010000000000000002,0.030456852791878174,1.0,1.0,0.000427185649452053,0,1.668522915837207,88.69,0,0
239_908,1172,32,0.0,0.0,0.1,0.010422686466936023,0.20392491467576793,0.0037656903765690367,0.015,0.12133891213389121,0.0,0.0,0.0004688733215452825,0,1.6541451500846658,88.91,0,0
239_8717,670,23,0.0014925373134328358,0.0,0.09,0.009176436778297936,0.16567164179104477,0.0036486486486486474,0.009999999999999995,0.11711711711711711,1.0,1.0,0.00018132719949514535,0,1.6535591623837396,88.92,0,0
102_366,4,1,0.0,0.0,0.06,0.004999999999999996,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.0,0,1.6489882093252257,88.99,0,0
237_6572,210,18,0.0,0.0,0.08,0.015799207146469464,0.05714285714285714,0.0029166666666666664,0.0072499999999999995,0.0,0.0,0.0,0.0023841076481450818,0,1.6351592852220147,89.2,0,0
237_8075,267,21,0.0,0.0,0.08,0.015712096739411822,0.056179775280898875,0.006333333333333332,0.015000000000000001,0.0,0.0,0.0,0.0009447934963655042,0,1.6181636438821487,89.46,0,0
240_58,995,16,0.0,0.0,0.09,0.009881526240026424,0.24522613065326634,0.004467213114754099,0.015,0.14754098360655737,0.0,0.0,0.00041209835490868774,0,1.603871451263795,89.68,0,0
239_6053,167,13,0.0,0.0,0.09,0.012170778147026341,0.08383233532934131,0.002857142857142856,0.009999999999999995,0.14285714285714285,0.0,0.0,0.0016192196575599937,0,1.6001115587368837,89.74,0,0
240_561,3171,15,0.0,0.0,0.08,0.009984849352554063,0.36581520025228637,0.004724137931034482,0.015,0.14396551724137932,0.0,0.0,4.6260594772793206e-05,0,1.5812994109466394,90.03,0,0
240_54,1353,24,0.0,0.0,0.06,0.008322125614623928,0.29859571322985956,0.0031930693069306933,0.010000000000000002,0.019801980198019802,0.0,0.0,0.00031851153323015627,0,1.5774237223328158,90.09,0,0
237_6553,435,18,0.0,0.0,0.09,0.015397104254664094,0.05517241379310345,0.006041666666666665,0.015,0.0,0.0,0.0,0.0009121613074809994,0,1.5755151612915532,90.12,0,0
101_356,24,2,0.0,0.0,0.1,0.01293797914466653,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.00311111111111112,0,1.5431524821958453,90.62,0,0
240_311,1736,19,0.0017281105990783411,0.0,0.06,0.008762376395484838,0.32027649769585254,0.0038669064748201444,0.010000000000000002,0.06115107913669065,3.0,0.6666666666666666,1.6145636200251388e-05,0,1.5385008206020052,90.69,0,0
239_6044,346,26,0.0,0.0,0.09,0.009227514392553943,0.09248554913294797,0.002499999999999999,0.009999999999999995,0.03125,0.0,0.0,0.0004604753062711346,0,1.519548894962853,90.98,0,0
240_350,1561,13,0.0,0.0,0.06,0.00810490990363661,0.2857142857142857,0.004237668161434978,0.015,0.053811659192825115,0.0,0.0,0.00012253003878546186,0,1.5162609025849871,91.03,0,0
239_8853,461,26,0.0,0.0,0.09,0.013155602832305118,0.09544468546637744,0.0034090909090909076,0.009999999999999995,0.11363636363636363,0.0,0.0,0.0029432184827881945,0,1.510207897275229,91.12,0,0
101_1212,583,34,0.0,0.0,0.1,0.0201112565108288,0.06518010291595197,0.0047368421052631565,0.010749999999999989,0.02631578947368421,0.0,0.0,0.0016924322670056795,0,1.5091040308563293,91.14,0,0
240_315,518,11,0.0019305019305019305,0.0,0.07,0.00876709656506253,0.25868725868725867,0.004029850746268657,0.015,0.08208955223880597,1.0,1.0,0.0005539585431078619,0,1.4744006735067234,91.67,0,0
102_1314,295,15,0.0,0.0,0.09,0.018596431917563338,0.061016949152542375,0.004999999999999999,0.015,0.0,0.0,0.0,0.001991018398759053,0,1.47386789288016,91.68,0,0
240_316,2625,23,0.0,0.0,0.06,0.00890427216103428,0.2742857142857143,0.003916666666666667,0.015,0.05694444444444444,0.0,0.0,0.00022554065925116753,0,1.4735288771796287,91.69,0,0
240_447,2717,28,0.000368052999631947,0.0,0.06,0.008232088693772049,0.3084284136915716,0.0035560859188544154,0.010000000000000002,0.034606205250596656,1.0,0.0,0.0002204858259439218,0,1.4691577340462265,91.76,0,0
240_359,372,11,0.0,0.0,0.06,0.007059684442113843,0.25806451612903225,0.0034375,0.010000000000000002,0.03125,0.0,0.0,0.001808289536550405,0,1.4620357783092974,91.87,0,0
240_61,660,14,0.0,0.0,0.07,0.006769497097648704,0.14696969696969697,0.0032989690721649477,0.010000000000000002,0.020618556701030927,0.0,0.0,8.913335998517948e-05,0,1.4604798456195278,91.89,0,0
240_634,2768,18,0.002890173410404624,0.0,0.06,0.008366104622208397,0.30310693641618497,0.003718712753277712,0.010000000000000002,0.05363528009535161,8.0,0.25,5.7747392205975773e-05,0,1.460376481775538,91.89,0,0
103_6028,594,28,0.0,0.0,0.07,0.01075946789616686,0.06397306397306397,0.0036842105263157907,0.007249999999999983,0.0,0.0,0.0,0.0003736059530876678,0,1.4355102340868033,92.27,0,0
240_449,1280,13,0.0,0.0,0.06,0.008554600881810204,0.246875,0.004525316455696203,0.015,0.056962025316455694,0.0,0.0,0.0003507519501718354,0,1.4323812180400572,92.32,0,0
101_360,38,1,0.0,0.0,0.09149999999999998,0.013878152955103014,0.21052631578947367,0.004999999999999999,0.010000000000000004,0.125,0.0,0.0,0.0,0,1.4292075295712512,92.37,0,0
240_75,977,19,0.0,0.0,0.07,0.007292081095293529,0.21494370522006143,0.0039047619047619044,0.015,0.08571428571428572,0.0,0.0,2.024981349926369e-05,0,1.4282699366704992,92.38,0,0
101_1182,1229,35,0.0,0.0,0.1,0.016802847451015755,0.06509357200976404,0.005124999999999999,0.010249999999999993,0.0375,0.0,0.0,0.0003529718528958699,0,1.4196753141653955,92.52,0,0
240_74,2413,22,0.002900953170327393,0.0,0.07,0.008371922331391226,0.27932034811438045,0.00370919881305638,0.010000000000000009,0.09050445103857567,7.0,0.7142857142857143,6.519507885243316e-05,0,1.4081878988082237,92.69,0,0
240_312,2185,23,0.0,0.0,0.06,0.008677808260629324,0.30572082379862703,0.004326347305389222,0.015,0.05239520958083832,0.0,0.0,0.00042069993247815526,0,1.4082801995048437,92.69,0,0
237_6528,366,29,0.0,0.0,0.09,0.01726210843881981,0.040983606557377046,0.0056666666666666645,0.010000000000000002,0.0,0.0,0.0,0.0018073804292162295,0,1.4023574150871327,92.78,0,0
239_8055,560,21,0.0,0.0,0.09,0.01000496618315587,0.16428571428571428,0.0036956521739130426,0.015,0.10869565217391304,0.0,0.0,0.00026364498328773585,0,1.38527678997762,93.05,0,0
240_63,2533,18,0.0,0.0,0.06,0.00879232667325507,0.30161863403079353,0.003952879581151833,0.010000000000000002,0.049738219895287955,0.0,0.0,0.0001003248425052757,0,1.3849843614794366,93.05,0,0
102_377,3,1,0.0,0.0,0.059,0.010000000000000002,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.0,0,1.381966410223372,93.1,0,0
231_1607,50,18,0.0,0.0,0.09649999999999992,0.020404081224408146,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.0010229568411386592,0,1.3769674335048845,93.17,0,0
240_317,824,8,0.0,0.0,0.06,0.00862426898630468,0.32281553398058255,0.0037593984962406013,0.010000000000000002,0.041353383458646614,0.0,0.0,0.0003084117977177767,0,1.3716968048489169,93.26,0,0
240_275,1068,14,0.0018726591760299626,0.0,0.06649999999999978,0.00888321088807237,0.31647940074906367,0.004053254437869823,0.015,0.05621301775147929,2.0,0.5,0.00018085697955057332,0,1.347665918449705,93.63,0,0
239_8057,553,17,0.0,0.0,0.09,0.008787068289384714,0.20614828209764918,0.00394736842105263,0.015,0.11403508771929824,0.0,0.0,0.0008000674936298682,0,1.3228104471550963,94.01,0,0
105_1202,3336,17,0.0,0.0,0.07,0.008135489381825692,0.20623501199040767,0.004069767441860465,0.015,0.046511627906976744,0.0,0.0,6.782469429268226e-06,0,1.3131000447843957,94.16,0,0
240_70,3978,17,0.0,0.0,0.08,0.00903450751910168,0.416289592760181,0.0033997584541062805,0.010000000000000009,0.004830917874396135,0.0,0.0,5.236427946047785e-05,0,1.309116301411939,94.22,0,0
240_231,2029,17,0.0,0.0,0.07,0.008409181672567564,0.27304090685066534,0.0038808664259927794,0.010000000000000009,0.12274368231046931,0.0,0.0,0.000524751978114638,0,1.305493886656964,94.27,0,0
240_471,3049,16,0.0016398819285011479,0.0,0.07,0.01047196684636577,0.31879304690062316,0.004454732510288066,0.015,0.08024691358024691,5.0,0.6,6.884847737790368e-05,0,1.3039422509923404,94.3,0,0
240_635,4287,25,0.0,0.0,0.07,0.011015389084417657,0.3475623979472825,0.0052214765100671145,0.015,0.0912751677852349,0.0,0.0,0.00015745574104868764,0,1.3003194004542464,94.35,0,0
240_355,3143,17,0.0,0.0,0.07,0.010588116074835788,0.32198536430162267,0.005049407114624507,0.015,0.09189723320158102,0.0,0.0,0.00010827226413492573,0,1.2928354849212522,94.47,0,0
105_1146,6385,29,0.0,0.0,0.07,0.008388087576367213,0.2317932654659358,0.004094594594594594,0.015,0.05,0.0,0.0,1.554287756233918e-05,0,1.2892812905854065,94.52,0,0
103_6082,472,13,0.0,0.0,0.1,0.014118945243028268,0.06779661016949153,0.005000000000000001,0.010000000000000009,0.09375,0.0,0.0,0.0017525024498119604,0,1.2869585456331667,94.56,0,0
240_67,1804,17,0.0005543237250554324,0.0,0.08,0.010219950074312638,0.2860310421286031,0.004515503875968992,0.015,0.07945736434108527,1.0,1.0,0.0007074055862716334,0,1.286170614239663,94.57,0,0
237_6565,138,18,0.0,0.0,0.07,0.013152467882636597,0.08695652173913043,0.005833333333333336,0.010000000000000002,0.0,0.0,0.0,0.0012241092241092246,0,1.2793544551390128,94.68,0,0
101_1259,4688,18,0.00021331058020477816,0.0,0.09,0.01500635488740065,0.41723549488054607,0.005107361963190184,0.015,0.08997955010224949,1.0,0.0,0.0023259740424555813,0,1.2694024616242576,94.83,0,0
239_913,110,7,0.0,0.0,0.09,0.010110317276402584,0.10909090909090909,0.003333333333333332,0.009999999999999995,0.0,0.0,0.0,0.0019533409119616026,0,1.2646201989476242,94.9,0,0
240_274,881,15,0.0,0.0,0.07,0.008381818159434553,0.2724177071509648,0.004291666666666667,0.015,0.10416666666666667,0.0,0.0,0.0005926227143098135,0,1.2619978296438148,94.94,0,0
103_1081,166,27,0.0,0.0,0.09,0.01915254571334931,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.00016443407020330075,0,1.258652925249309,95.0,0,0
240_65,206,12,0.0,0.0,0.08,0.0076323277697217685,0.18446601941747573,0.0036842105263157907,0.015,0.10526315789473684,0.0,0.0,0.0008718005259932658,0,1.258075337734629,95.0,0,0
231_1608,95,29,0.0,0.0,0.06,0.008975517278370853,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.0004720128356491994,0,1.2490719244014536,95.14,0,0
237_8062,269,19,0.0,0.0,0.08,0.016530300848473456,0.07434944237918216,0.004999999999999999,0.015,0.0,0.0,0.0,0.0005949767401960131,0,1.2480327870882637,95.16,0,0
240_271,2966,17,0.0,0.0,0.06,0.008922600583852231,0.3209710047201618,0.004401260504201681,0.010000000000000002,0.052521008403361345,0.0,0.0,0.0005018438394222526,0,1.2380923339393928,95.31,0,0
105_1210,8080,33,0.0,0.0,0.07,0.008525514267901166,0.19876237623762377,0.0041407222914072225,0.015,0.05666251556662515,0.0,0.0,0.00014823005696820019,0,1.228392896113147,95.46,0,0
240_230,133,1,0.0,0.0,0.07,0.006999820978734802,0.22556390977443608,0.004333333333333333,0.012749999999999987,0.06666666666666667,0.0,0.0,0.0,0,1.2206505894423059,95.58,0,0
104_7523,15,2,0.0,0.0,0.09299999999999999,0.016761634196950516,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.0,0,1.2182322113050066,95.62,0,0
105_1118,8079,25,0.0,0.0,0.07,0.009011360041709134,0.23728184181210546,0.004355764214919144,0.015,0.06729264475743349,0.0,0.0,0.00011236886139754192,0,1.2129952759902143,95.7,0,0
240_352,668,11,0.008982035928143712,0.0,0.08,0.009755779913490102,0.24251497005988024,0.004753086419753087,0.015,0.08641975308641975,6.0,0.5,0.0002225416466067191,0,1.195710327166137,95.96,0,0
237_8055,481,27,0.0,0.0,0.08,0.013181163453696715,0.0997920997920998,0.002916666666666667,0.010000000000000004,0.020833333333333332,0.0,0.0,0.0004274051042907782,0,1.1866268334132766,96.1,0,0
237_8057,204,19,0.0,0.0,0.08,0.014297939808865425,0.04411764705882353,0.003333333333333333,0.010000000000000004,0.0,0.0,0.0,0.0003668299775783961,0,1.18334682582381,96.15,0,0
240_51,212,19,0.0,0.0,0.08,0.012007162755430317,0.05660377358490566,0.003333333333333334,0.009999999999999995,0.0,0.0,0.0,0.00032930663285354335,0,1.1814245931125633,96.18,0,0
239_8700,3122,36,0.0,0.0,0.07,0.008758971235235733,0.253683536194747,0.004204545454545455,0.015,0.05808080808080808,0.0,0.0,0.00024190778632513933,0,1.1792520671011069,96.22,0,0
105_1201,6190,18,0.0,0.0,0.08,0.009762535633763423,0.22907915993537964,0.0047320169252468266,0.015,0.07898448519040903,0.0,0.0,7.973085172162828e-06,0,1.1712940299736536,96.34,0,0
237_6326,237,16,0.0,0.0,0.08,0.015515527791872675,0.0759493670886076,0.004999999999999998,0.015000000000000001,0.0,0.0,0.0,0.0008176453500608695,0,1.160555167928979,96.51,0,0
102_1481,121,1,0.0,0.0,0.08,0.010327955589886445,0.1322314049586777,0.005000000000000002,0.015,0.0625,0.0,0.0,0.0,0,1.158975663865062,96.53,0,0
104_7524,4,2,0.0,0.0,0.06549999999999999,0.015000000000000005,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.0,0,1.1438143546594228,96.76,0,0
249_1025,8251,35,0.0,0.0,0.07,0.010008120896864236,0.3269906677978427,0.004466271312083024,0.015,0.07190511489992588,0.0,0.0,0.00024285793419416408,0,1.1293529597580405,96.99,0,0
237_6530,502,25,0.0,0.0,0.08,0.016061064398105215,0.05976095617529881,0.003666666666666665,0.009999999999999995,0.0,0.0,0.0,0.000451873925315921,0,1.1263512592960643,97.03,0,0
102_310,16,1,0.0,0.0,0.07,0.008539125638299666,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.0,0,1.1266674111685315,97.03,0,0
237_6569,370,11,0.0,0.0,0.09,0.014679889566828483,0.1837837837837838,0.003088235294117647,0.009999999999999995,0.058823529411764705,0.0,0.0,0.000681392370226099,0,1.1099596114528476,97.28,0,0
102_185,39,1,0.0,0.0,0.07,0.008847180601095133,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.0,0,1.107287650415715,97.33,0,0
237_6551,337,24,0.0,0.0,0.08,0.013569513411346592,0.06824925816023739,0.005869565217391306,0.014499999999999992,0.043478260869565216,0.0,0.0,0.0011681939995094224,0,1.1056719992804174,97.35,0,0
239_8856,17,2,0.0,0.0,0.08199999999999999,0.005878675320972553,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.00047619047619049115,0,1.0999079162974195,97.44,0,0
102_1310,498,17,0.0,0.0,0.08,0.012653125040684322,0.11244979919678715,0.0035714285714285735,0.009999999999999995,0.0,0.0,0.0,0.00034346862671580646,0,1.0991177672891292,97.45,0,0
240_69,3080,27,0.0,0.0,0.07,0.009802742602046922,0.33636363636363636,0.004430501930501931,0.015,0.05405405405405406,0.0,0.0,0.0003184977679617089,0,1.0937406465504662,97.53,0,0
237_6567,269,19,0.0,0.0,0.08,0.01452688370257693,0.02973977695167286,0.0037500000000000007,0.015000000000000005,0.0,0.0,0.0,0.0013168199855699864,0,1.092992241422969,97.55,0,0
239_8732,1555,19,0.0,0.0,0.07,0.008406211923090578,0.2045016077170418,0.004386792452830189,0.015,0.0660377358490566,0.0,0.0,0.000659769394772718,0,1.0891543914060584,97.6,0,0
239_8716,2893,31,0.0,0.0,0.07,0.009658730486303184,0.19287936398202557,0.004498207885304659,0.015,0.053763440860215055,0.0,0.0,0.00036132104939481236,0,1.0888375178903171,97.61,0,0
239_912,473,23,0.0,0.0,0.09,0.010014412518612936,0.18604651162790697,0.003863636363636362,0.010000000000000004,0.06818181818181818,0.0,0.0,8.86596896379043e-05,0,1.0885709485875843,97.61,0,0
237_8060,483,21,0.0,0.0,0.09,0.014629020132204192,0.11594202898550725,0.0033035714285714274,0.009999999999999995,0.017857142857142856,0.0,0.0,0.0009215715426124742,0,1.0882741060458838,97.62,0,0
237_6566,316,21,0.0,0.0,0.08,0.016430881894995704,0.11392405063291139,0.0036111111111111105,0.009999999999999997,0.0,0.0,0.0,0.00182837788268058,0,1.0870021108605066,97.64,0,0
240_351,2090,17,0.0,0.0,0.08,0.009256599868494962,0.27751196172248804,0.0044482758620689655,0.015,0.07586206896551724,0.0,0.0,0.00021834672878704489,0,1.0866417081859978,97.64,0,0
105_1117,15914,40,0.0,0.0,0.08,0.01005427098521421,0.2394118386326505,0.00473753280839895,0.015,0.06902887139107612,0.0,0.0,0.00013554649046635075,0,1.0821714028764597,97.71,0,0
103_6496,45,15,0.0,0.022222222222222223,0.09,0.01870828693386971,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.000654761904761906,0,1.0823971627783044,97.71,0,0
237_6564,532,23,0.0,0.0,0.09,0.01697133493841236,0.08646616541353383,0.004782608695652173,0.015,0.043478260869565216,0.0,0.0,0.001409553650786385,0,1.0726356040961655,97.86,0,0
240_57,2932,19,0.0,0.0,0.08,0.011679247853641212,0.296043656207367,0.005138248847926267,0.015,0.09907834101382489,0.0,0.0,0.0006971669415333291,0,1.0714668160532828,97.88,0,0
239_907,4643,37,0.0,0.0,0.07,0.009520755811200732,0.2692224854619858,0.004408,0.015,0.06,0.0,0.0,0.000442985552695258,0,1.0698516591098584,97.9,0,0
105_1156,22970,35,0.0,0.0,0.08,0.010897539231733842,0.35994775794514583,0.004719400096758587,0.015,0.07148040638606676,0.0,0.0,0.00010069232975161762,0,1.0683515950006444,97.92,0,0
102_1502,16,1,0.0,0.0,0.09,0.010246950765959594,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.0,0,1.0656950817518953,97.97,0,0
239_8713,3671,28,0.0,0.0,0.07,0.009046250397147692,0.24816126396077362,0.0041822173435784845,0.010000000000000009,0.05159165751920966,0.0,0.0,8.211619058535628e-05,0,1.0605070145279667,98.05,0,0
237_6525,170,19,0.0,0.0,0.08,0.016505438987957033,0.047058823529411764,0.003749999999999998,0.009999999999999995,0.0,0.0,0.0,0.0007714202719963088,0,1.0579557516691644,98.08,0,0
101_1221,287,18,0.0,0.0,0.06,0.013613928573072129,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.001014427921988406,0,1.0506965304702756,98.2,0,0
105_1145,7522,28,0.0,0.0,0.07,0.00878638980346622,0.23211911725604892,0.00413516609392898,0.010000000000000009,0.046964490263459335,0.0,0.0,0.000189500847130399,0,1.042220646957447,98.33,0,0
240_349,6420,36,0.0006230529595015577,0.0,0.07,0.009128579836326266,0.35887850467289717,0.004121093750000001,0.010000000000000009,0.06336805555555555,4.0,0.5,0.0003682207347417751,0,1.0382562221701592,98.39,0,0
249_1024,8746,24,0.0,0.0,0.07,0.011249856154110944,0.34598673679396297,0.004656311962987442,0.015,0.08228684732319894,0.0,0.0,0.0005918084626024033,0,1.0279629900486245,98.55,0,0
239_8741,4,2,0.0,0.0,0.07,0.015000000000000001,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.0,0,1.0233922671539026,98.62,0,0
240_562,1691,18,0.0035481963335304554,0.0,0.07,0.010533865246679,0.3004139562389119,0.004271653543307086,0.010000000000000009,0.0688976377952756,6.0,0.3333333333333333,8.288743060839754e-05,0,1.0216169439422194,98.64,0,0
239_8069,386,24,0.0,0.0,0.09,0.009620481482370194,0.17616580310880828,0.003970588235294116,0.015,0.07352941176470588,0.0,0.0,0.0012766808355043652,0,1.0214484612184145,98.65,0,0
103_6262,211,5,0.0,0.0,0.08,0.01434337269715518,0.13270142180094788,0.0032142857142857147,0.013249999999999996,0.03571428571428571,0.0,0.0,0.0004090090090090176,0,1.0186649536668466,98.69,0,0
237_6557,277,21,0.0,0.0,0.08,0.015599598066747915,0.02888086642599278,0.0043749999999999995,0.010000000000000002,0.125,0.0,0.0,0.0013252206458439883,0,1.0159352047393913,98.73,0,0
105_1209,318,8,0.0,0.0,0.09,0.012621294135343426,0.1320754716981132,0.004999999999999999,0.015,0.07142857142857142,0.0,0.0,0.0008157689305230281,0,1.012435279174199,98.78,0,0
237_6560,232,20,0.0,0.0,0.08,0.015317459672917942,0.09482758620689655,0.00409090909090909,0.010000000000000002,0.0,0.0,0.0,0.00046496241336404153,0,1.0114083827862388,98.8,0,0
