线号,行别,里程,日期,垂加,垂加等级,水加,水加等级,数据等级,车速,车型,车号,车次,设备ID,垂加_abs,水加_abs,max_acc,公里区间,50米网格里程,等级冲突标记
1001,单线,1034.064,2024-01-21 01:05:00,0.06,1,0.07,1,1,52,102,1580,51392,102_1580,0.06,0.07,0.07,1034,1034.05,0
1001,单线,1033.335,2024-01-21 01:05:00,0.06,1,0.06,1,1,48,102,1580,51392,102_1580,0.06,0.06,0.06,1033,1033.35,0
1001,单线,1033.47,2024-01-21 01:05:00,0.08,1,0.06,1,1,48,102,1580,51392,102_1580,0.08,0.06,0.08,1033,1033.45,0
1001,单线,1033.268,2024-01-21 01:05:00,0.06,1,0.1,1,1,48,102,1580,51392,102_1580,0.06,0.1,0.1,1033,1033.25,0
1001,单线,1033.504,2024-01-21 01:05:00,0.06,1,0.06,1,1,48,102,1580,51392,102_1580,0.06,0.06,0.06,1033,1033.5,0
1001,单线,1033.889,2024-01-21 01:05:00,0.06,1,0.08,1,1,53,102,1580,51392,102_1580,0.06,0.08,0.08,1033,1033.9,0
1001,单线,1033.643,2024-01-21 01:05:00,0.06,1,0.06,1,1,47,102,1580,51392,102_1580,0.06,0.06,0.06,1033,1033.65,0
1001,单线,1033.853,2024-01-21 01:05:00,0.07,1,0.05,1,1,52,102,1580,51392,102_1580,0.07,0.05,0.07,1033,1033.85,0
1001,单线,1033.574,2024-01-21 01:05:00,0.06,1,0.06,1,1,47,102,1580,51392,102_1580,0.06,0.06,0.06,1033,1033.55,0
1001,单线,1033.821,2024-01-21 01:05:00,0.06,1,0.05,1,1,50,102,1580,51392,102_1580,0.06,0.05,0.06,1033,1033.8,0
1001,单线,1033.541,2024-01-21 01:05:00,0.07,1,0.06,1,1,48,102,1580,51392,102_1580,0.07,0.06,0.07,1033,1033.55,0
1001,单线,1033.676,2024-01-21 01:05:00,0.06,1,0.06,1,1,47,102,1580,51392,102_1580,0.06,0.06,0.06,1033,1033.7,0
1001,单线,1033.959,2024-01-21 01:05:00,0.07,1,0.07,1,1,52,102,1580,51392,102_1580,0.07,0.07,0.07,1033,1033.95,0
1001,单线,1032.722,2024-01-21 01:06:00,0.06,1,0.07,1,1,45,102,1580,51392,102_1580,0.06,0.07,0.07,1032,1032.7,0
1001,单线,1032.827,2024-01-21 01:06:00,0.06,1,0.07,1,1,46,102,1580,51392,102_1580,0.06,0.07,0.07,1032,1032.85,0
1001,单线,1032.647,2024-01-21 01:06:00,0.07,1,0.06,1,1,44,102,1580,51392,102_1580,0.07,0.06,0.07,1032,1032.65,0
1001,单线,1032.575,2024-01-21 01:06:00,0.07,1,0.07,1,1,44,102,1580,51392,102_1580,0.07,0.07,0.07,1032,1032.6,0
1001,单线,1032.926,2024-01-21 01:06:00,0.06,1,0.06,1,1,46,102,1580,51392,102_1580,0.06,0.06,0.06,1032,1032.95,0
1001,单线,1032.544,2024-01-21 01:06:00,0.06,1,0.06,1,1,44,102,1580,51392,102_1580,0.06,0.06,0.06,1032,1032.55,0
1001,单线,1033.198,2024-01-21 01:06:00,0.07,1,0.09,1,1,48,102,1580,51392,102_1580,0.07,0.09,0.09,1033,1033.2,0
1001,单线,1032.962,2024-01-21 01:06:00,0.06,1,0.06,1,1,46,102,1580,51392,102_1580,0.06,0.06,0.06,1032,1032.95,0
1001,单线,1032.863,2024-01-21 01:06:00,0.07,1,0.07,1,1,46,102,1580,51392,102_1580,0.07,0.07,0.07,1032,1032.85,0
1001,单线,1032.684,2024-01-21 01:06:00,0.07,1,0.08,1,1,45,102,1580,51392,102_1580,0.07,0.08,0.08,1032,1032.7,0
1001,单线,1033.026,2024-01-21 01:06:00,0.07,1,0.06,1,1,47,102,1580,51392,102_1580,0.07,0.06,0.07,1033,1033.05,0
1001,单线,1033.129,2024-01-21 01:06:00,0.07,1,0.08,1,1,47,102,1580,51392,102_1580,0.07,0.08,0.08,1033,1033.15,0
1001,单线,1032.757,2024-01-21 01:06:00,0.06,1,0.06,1,1,45,102,1580,51392,102_1580,0.06,0.06,0.06,1032,1032.75,0
1001,单线,1032.507,2024-01-21 01:06:00,0.06,1,0.06,1,1,44,102,1580,51392,102_1580,0.06,0.06,0.06,1032,1032.5,0
1001,单线,1032.995,2024-01-21 01:06:00,0.07,1,0.07,1,1,47,102,1580,51392,102_1580,0.07,0.07,0.07,1032,1033.0,0
1001,单线,1033.063,2024-01-21 01:06:00,0.07,1,0.08,1,1,47,102,1580,51392,102_1580,0.07,0.08,0.08,1033,1033.05,0
1001,单线,1033.165,2024-01-21 01:06:00,0.08,1,0.08,1,1,47,102,1580,51392,102_1580,0.08,0.08,0.08,1033,1033.15,0
1001,单线,1032.796,2024-01-21 01:06:00,0.07,1,0.08,1,1,45,102,1580,51392,102_1580,0.07,0.08,0.08,1032,1032.8,0
1001,单线,1033.231,2024-01-21 01:06:00,0.07,1,0.08,1,1,48,102,1580,51392,102_1580,0.07,0.08,0.08,1033,1033.25,0
1001,单线,1033.095,2024-01-21 01:06:00,0.06,1,0.06,1,1,47,102,1580,51392,102_1580,0.06,0.06,0.06,1033,1033.1,0
1001,单线,1032.609,2024-01-21 01:06:00,0.06,1,0.06,1,1,44,102,1580,51392,102_1580,0.06,0.06,0.06,1032,1032.6,0
1001,单线,1032.894,2024-01-21 01:06:00,0.06,1,0.06,1,1,46,102,1580,51392,102_1580,0.06,0.06,0.06,1032,1032.9,0
1001,单线,1032.295,2024-01-21 01:07:00,0.06,1,0.07,1,1,42,102,1580,51392,102_1580,0.06,0.07,0.07,1032,1032.3,0
1001,单线,1032.4,2024-01-21 01:07:00,0.08,1,0.06,1,1,43,102,1580,51392,102_1580,0.08,0.06,0.08,1032,1032.4,0
1001,单线,1032.259,2024-01-21 01:07:00,0.07,1,0.06,1,1,42,102,1580,51392,102_1580,0.07,0.06,0.07,1032,1032.25,0
1001,单线,1032.05,2024-01-21 01:07:00,0.06,1,0.08,1,1,41,102,1580,51392,102_1580,0.06,0.08,0.08,1032,1032.05,0
1001,单线,1032.364,2024-01-21 01:07:00,0.07,1,0.07,1,1,43,102,1580,51392,102_1580,0.07,0.07,0.07,1032,1032.35,0
1001,单线,1031.851,2024-01-21 01:07:00,0.08,1,0.07,1,1,40,102,1580,51392,102_1580,0.08,0.07,0.08,1031,1031.85,0
1001,单线,1031.885,2024-01-21 01:07:00,0.07,1,0.08,1,1,40,102,1580,51392,102_1580,0.07,0.08,0.08,1031,1031.9,0
1001,单线,1032.437,2024-01-21 01:07:00,0.06,1,0.08,1,1,43,102,1580,51392,102_1580,0.06,0.08,0.08,1032,1032.45,0
1001,单线,1032.085,2024-01-21 01:07:00,0.07,1,0.09,1,1,41,102,1580,51392,102_1580,0.07,0.09,0.09,1032,1032.1,0
1001,单线,1032.331,2024-01-21 01:07:00,0.07,1,0.06,1,1,42,102,1580,51392,102_1580,0.07,0.06,0.07,1032,1032.35,0
1001,单线,1032.12,2024-01-21 01:07:00,0.08,1,0.07,1,1,41,102,1580,51392,102_1580,0.08,0.07,0.08,1032,1032.1,0
1001,单线,1031.817,2024-01-21 01:07:00,0.07,1,0.08,1,1,40,102,1580,51392,102_1580,0.07,0.08,0.08,1031,1031.8,0
1001,单线,1032.188,2024-01-21 01:07:00,0.06,1,0.07,1,1,42,102,1580,51392,102_1580,0.06,0.07,0.07,1032,1032.2,0
1001,单线,1032.224,2024-01-21 01:07:00,0.06,1,0.07,1,1,42,102,1580,51392,102_1580,0.06,0.07,0.07,1032,1032.2,0
1001,单线,1032.47,2024-01-21 01:07:00,0.08,1,0.06,1,1,43,102,1580,51392,102_1580,0.08,0.06,0.08,1032,1032.45,0
1001,单线,1032.156,2024-01-21 01:07:00,0.06,1,0.07,1,1,42,102,1580,51392,102_1580,0.06,0.07,0.07,1032,1032.15,0
1001,单线,1031.917,2024-01-21 01:07:00,0.07,1,0.08,1,1,40,102,1580,51392,102_1580,0.07,0.08,0.08,1031,1031.9,0
1001,单线,1031.985,2024-01-21 01:07:00,0.07,1,0.06,1,1,40,102,1580,51392,102_1580,0.07,0.06,0.07,1031,1032.0,0
1001,单线,1031.95,2024-01-21 01:07:00,0.07,1,0.08,1,1,40,102,1580,51392,102_1580,0.07,0.08,0.08,1031,1031.95,0
1001,单线,1032.019,2024-01-21 01:07:00,0.07,1,0.08,1,1,41,102,1580,51392,102_1580,0.07,0.08,0.08,1032,1032.0,0
1001,单线,1031.474,2024-01-21 01:08:00,0.07,1,0.06,1,1,42,102,1580,51392,102_1580,0.07,0.06,0.07,1031,1031.45,0
1001,单线,1031.747,2024-01-21 01:08:00,0.06,1,0.06,1,1,40,102,1580,51392,102_1580,0.06,0.06,0.06,1031,1031.75,0
1001,单线,1031.784,2024-01-21 01:08:00,0.07,1,0.06,1,1,40,102,1580,51392,102_1580,0.07,0.06,0.07,1031,1031.8,0
1001,单线,1031.542,2024-01-21 01:08:00,0.06,1,0.06,1,1,41,102,1580,51392,102_1580,0.06,0.06,0.06,1031,1031.55,0
1001,单线,1031.309,2024-01-21 01:08:00,0.06,1,0.05,1,1,43,102,1580,51392,102_1580,0.06,0.05,0.06,1031,1031.3,0
1001,单线,1031.213,2024-01-21 01:08:00,0.08,1,0.07,1,1,44,102,1580,51392,102_1580,0.08,0.07,0.08,1031,1031.2,0
1001,单线,1031.578,2024-01-21 01:08:00,0.07,1,0.06,1,1,41,102,1580,51392,102_1580,0.07,0.06,0.07,1031,1031.6,0
1001,单线,1031.376,2024-01-21 01:08:00,0.06,1,0.06,1,1,43,102,1580,51392,102_1580,0.06,0.06,0.06,1031,1031.4,0
1001,单线,1031.408,2024-01-21 01:08:00,0.06,1,0.06,1,1,42,102,1580,51392,102_1580,0.06,0.06,0.06,1031,1031.4,0
1001,单线,1031.117,2024-01-21 01:08:00,0.07,1,0.06,1,1,45,102,1580,51392,102_1580,0.07,0.06,0.07,1031,1031.1,0
1001,单线,1031.644,2024-01-21 01:08:00,0.07,1,0.05,1,1,41,102,1580,51392,102_1580,0.07,0.05,0.07,1031,1031.65,0
1001,单线,1031.244,2024-01-21 01:08:00,0.06,1,0.08,1,1,44,102,1580,51392,102_1580,0.06,0.08,0.08,1031,1031.25,0
1001,单线,1031.275,2024-01-21 01:08:00,0.06,1,0.07,1,1,44,102,1580,51392,102_1580,0.06,0.07,0.07,1031,1031.3,0
1001,单线,1031.18,2024-01-21 01:08:00,0.06,1,0.06,1,1,44,102,1580,51392,102_1580,0.06,0.06,0.06,1031,1031.2,0
1001,单线,1031.507,2024-01-21 01:08:00,0.06,1,0.06,1,1,42,102,1580,51392,102_1580,0.06,0.06,0.06,1031,1031.5,0
1001,单线,1031.679,2024-01-21 01:08:00,0.06,1,0.06,1,1,40,102,1580,51392,102_1580,0.06,0.06,0.06,1031,1031.7,0
1001,单线,1031.713,2024-01-21 01:08:00,0.07,1,0.05,1,1,40,102,1580,51392,102_1580,0.07,0.05,0.07,1031,1031.7,0
1001,单线,1031.439,2024-01-21 01:08:00,0.08,1,0.06,1,1,42,102,1580,51392,102_1580,0.08,0.06,0.08,1031,1031.45,0
1001,单线,1031.345,2024-01-21 01:08:00,0.06,1,0.06,1,1,43,102,1580,51392,102_1580,0.06,0.06,0.06,1031,1031.35,0
1001,单线,1031.61,2024-01-21 01:08:00,0.06,1,0.06,1,1,41,102,1580,51392,102_1580,0.06,0.06,0.06,1031,1031.6,0
1001,单线,1030.45,2024-01-21 01:09:00,0.06,1,0.06,1,1,49,102,1580,51392,102_1580,0.06,0.06,0.06,1030,1030.45,0
1001,单线,1030.976,2024-01-21 01:09:00,0.07,1,0.06,1,1,46,102,1580,51392,102_1580,0.07,0.06,0.07,1030,1031.0,0
1001,单线,1030.556,2024-01-21 01:09:00,0.07,1,0.06,1,1,49,102,1580,51392,102_1580,0.07,0.06,0.07,1030,1030.55,0
1001,单线,1030.725,2024-01-21 01:09:00,0.07,1,0.06,1,1,48,102,1580,51392,102_1580,0.07,0.06,0.07,1030,1030.7,0
1001,单线,1030.349,2024-01-21 01:09:00,0.08,1,0.07,1,1,50,102,1580,51392,102_1580,0.08,0.07,0.08,1030,1030.35,0
1001,单线,1030.943,2024-01-21 01:09:00,0.07,1,0.07,1,1,46,102,1580,51392,102_1580,0.07,0.07,0.07,1030,1030.95,0
1001,单线,1030.654,2024-01-21 01:09:00,0.07,1,0.07,1,1,48,102,1580,51392,102_1580,0.07,0.07,0.07,1030,1030.65,0
1001,单线,1031.011,2024-01-21 01:09:00,0.07,1,0.06,1,1,46,102,1580,51392,102_1580,0.07,0.06,0.07,1031,1031.0,0
1001,单线,1030.803,2024-01-21 01:09:00,0.07,1,0.06,1,1,47,102,1580,51392,102_1580,0.07,0.06,0.07,1030,1030.8,0
1001,单线,1030.415,2024-01-21 01:09:00,0.08,1,0.06,1,1,50,102,1580,51392,102_1580,0.08,0.06,0.08,1030,1030.4,0
1001,单线,1030.487,2024-01-21 01:09:00,0.06,1,0.08,1,1,49,102,1580,51392,102_1580,0.06,0.08,0.08,1030,1030.5,0
1001,单线,1031.05,2024-01-21 01:09:00,0.07,1,0.07,1,1,45,102,1580,51392,102_1580,0.07,0.07,0.07,1031,1031.05,0
1001,单线,1030.587,2024-01-21 01:09:00,0.07,1,0.05,1,1,49,102,1580,51392,102_1580,0.07,0.05,0.07,1030,1030.6,0
1001,单线,1030.38,2024-01-21 01:09:00,0.06,1,0.06,1,1,50,102,1580,51392,102_1580,0.06,0.06,0.06,1030,1030.4,0
1001,单线,1030.835,2024-01-21 01:09:00,0.07,1,0.07,1,1,47,102,1580,51392,102_1580,0.07,0.07,0.07,1030,1030.85,0
1001,单线,1030.762,2024-01-21 01:09:00,0.06,1,0.06,1,1,47,102,1580,51392,102_1580,0.06,0.06,0.06,1030,1030.75,0
1001,单线,1030.522,2024-01-21 01:09:00,0.08,1,0.06,1,1,49,102,1580,51392,102_1580,0.08,0.06,0.08,1030,1030.5,0
1001,单线,1030.691,2024-01-21 01:09:00,0.07,1,0.06,1,1,48,102,1580,51392,102_1580,0.07,0.06,0.07,1030,1030.7,0
1001,单线,1030.314,2024-01-21 01:09:00,0.07,1,0.06,1,1,50,102,1580,51392,102_1580,0.07,0.06,0.07,1030,1030.3,0
1001,单线,1031.083,2024-01-21 01:09:00,0.06,1,0.06,1,1,45,102,1580,51392,102_1580,0.06,0.06,0.06,1031,1031.1,0
1001,单线,1030.621,2024-01-21 01:09:00,0.09,2,0.06,1,2,48,102,1580,51392,102_1580,0.09,0.06,0.09,1030,1030.6,0
1001,单线,1030.871,2024-01-21 01:09:00,0.07,1,0.07,1,1,47,102,1580,51392,102_1580,0.07,0.07,0.07,1030,1030.85,0
1001,单线,1030.911,2024-01-21 01:09:00,0.08,1,0.06,1,1,46,102,1580,51392,102_1580,0.08,0.06,0.08,1030,1030.9,0
1001,单线,1029.44,2024-01-21 01:10:00,0.06,1,0.07,1,1,55,102,1580,51392,102_1580,0.06,0.07,0.07,1029,1029.45,0
1001,单线,1030.248,2024-01-21 01:10:00,0.07,1,0.05,1,1,51,102,1580,51392,102_1580,0.07,0.05,0.07,1030,1030.25,0
1001,单线,1029.939,2024-01-21 01:10:00,0.08,1,0.07,1,1,52,102,1580,51392,102_1580,0.08,0.07,0.08,1029,1029.95,0
1001,单线,1030.212,2024-01-21 01:10:00,0.06,1,0.05,1,1,51,102,1580,51392,102_1580,0.06,0.05,0.06,1030,1030.2,0
1001,单线,1030.283,2024-01-21 01:10:00,0.07,1,0.06,1,1,50,102,1580,51392,102_1580,0.07,0.06,0.07,1030,1030.3,0
1001,单线,1030.145,2024-01-21 01:10:00,0.08,1,0.08,1,1,51,102,1580,51392,102_1580,0.08,0.08,0.08,1030,1030.15,0
1001,单线,1029.833,2024-01-21 01:10:00,0.06,1,0.08,1,1,53,102,1580,51392,102_1580,0.06,0.08,0.08,1029,1029.85,0
1001,单线,1029.802,2024-01-21 01:10:00,0.07,1,0.07,1,1,53,102,1580,51392,102_1580,0.07,0.07,0.07,1029,1029.8,0
1001,单线,1029.551,2024-01-21 01:10:00,0.08,1,0.08,1,1,55,102,1580,51392,102_1580,0.08,0.08,0.08,1029,1029.55,0
1001,单线,1029.623,2024-01-21 01:10:00,0.06,1,0.07,1,1,54,102,1580,51392,102_1580,0.06,0.07,0.07,1029,1029.6,0
1001,单线,1030.077,2024-01-21 01:10:00,0.08,1,0.07,1,1,52,102,1580,51392,102_1580,0.08,0.07,0.08,1030,1030.1,0
1001,单线,1029.695,2024-01-21 01:10:00,0.08,1,0.05,1,1,54,102,1580,51392,102_1580,0.08,0.05,0.08,1029,1029.7,0
1001,单线,1029.865,2024-01-21 01:10:00,0.07,1,0.06,1,1,53,102,1580,51392,102_1580,0.07,0.06,0.07,1029,1029.85,0
1001,单线,1029.661,2024-01-21 01:10:00,0.07,1,0.07,1,1,54,102,1580,51392,102_1580,0.07,0.07,0.07,1029,1029.65,0
1001,单线,1030.18,2024-01-21 01:10:00,0.08,1,0.06,1,1,51,102,1580,51392,102_1580,0.08,0.06,0.08,1030,1030.2,0
1001,单线,1030.109,2024-01-21 01:10:00,0.06,1,0.07,1,1,51,102,1580,51392,102_1580,0.06,0.07,0.07,1030,1030.1,0
1001,单线,1030.04,2024-01-21 01:10:00,0.08,1,0.08,1,1,52,102,1580,51392,102_1580,0.08,0.08,0.08,1030,1030.05,0
1001,单线,1030.008,2024-01-21 01:10:00,0.07,1,0.06,1,1,52,102,1580,51392,102_1580,0.07,0.06,0.07,1030,1030.0,0
1001,单线,1029.478,2024-01-21 01:10:00,0.07,1,0.08,1,1,55,102,1580,51392,102_1580,0.07,0.08,0.08,1029,1029.5,0
1001,单线,1029.902,2024-01-21 01:10:00,0.07,1,0.07,1,1,53,102,1580,51392,102_1580,0.07,0.07,0.07,1029,1029.9,0
1001,单线,1029.512,2024-01-21 01:10:00,0.06,1,0.07,1,1,55,102,1580,51392,102_1580,0.06,0.07,0.07,1029,1029.5,0
1001,单线,1029.732,2024-01-21 01:10:00,0.06,1,0.07,1,1,54,102,1580,51392,102_1580,0.06,0.07,0.07,1029,1029.75,0
1001,单线,1029.972,2024-01-21 01:10:00,0.06,1,0.05,1,1,52,102,1580,51392,102_1580,0.06,0.05,0.06,1029,1029.95,0
1001,单线,1029.771,2024-01-21 01:10:00,0.06,1,0.06,1,1,54,102,1580,51392,102_1580,0.06,0.06,0.06,1029,1029.75,0
1001,单线,1029.585,2024-01-21 01:10:00,0.07,1,0.08,1,1,55,102,1580,51392,102_1580,0.07,0.08,0.08,1029,1029.6,0
1001,单线,1029.204,2024-01-21 01:11:00,0.07,1,0.07,1,1,57,102,1580,51392,102_1580,0.07,0.07,0.07,1029,1029.2,0
1001,单线,1029.129,2024-01-21 01:11:00,0.06,1,0.07,1,1,57,102,1580,51392,102_1580,0.06,0.07,0.07,1029,1029.15,0
1001,单线,1028.691,2024-01-21 01:11:00,0.06,1,0.06,1,1,59,102,1580,51392,102_1580,0.06,0.06,0.06,1028,1028.7,0
1001,单线,1028.964,2024-01-21 01:11:00,0.08,1,0.07,1,1,58,102,1580,51392,102_1580,0.08,0.07,0.08,1028,1028.95,0
1001,单线,1028.996,2024-01-21 01:11:00,0.07,1,0.08,1,1,58,102,1580,51392,102_1580,0.07,0.08,0.08,1028,1029.0,0
1001,单线,1029.165,2024-01-21 01:11:00,0.06,1,0.07,1,1,57,102,1580,51392,102_1580,0.06,0.07,0.07,1029,1029.15,0
1001,单线,1028.623,2024-01-21 01:11:00,0.07,1,0.06,1,1,60,102,1580,51392,102_1580,0.07,0.06,0.07,1028,1028.6,0
1001,单线,1028.828,2024-01-21 01:11:00,0.06,1,0.07,1,1,58,102,1580,51392,102_1580,0.06,0.07,0.07,1028,1028.85,0
1001,单线,1029.235,2024-01-21 01:11:00,0.07,1,0.08,1,1,56,102,1580,51392,102_1580,0.07,0.08,0.08,1029,1029.25,0
1001,单线,1028.896,2024-01-21 01:11:00,0.07,1,0.07,1,1,58,102,1580,51392,102_1580,0.07,0.07,0.07,1028,1028.9,0
1001,单线,1028.577,2024-01-21 01:11:00,0.06,1,0.08,1,1,60,102,1580,51392,102_1580,0.06,0.08,0.08,1028,1028.6,0
1001,单线,1029.335,2024-01-21 01:11:00,0.08,1,0.07,1,1,56,102,1580,51392,102_1580,0.08,0.07,0.08,1029,1029.35,0
1001,单线,1028.792,2024-01-21 01:11:00,0.06,1,0.07,1,1,59,102,1580,51392,102_1580,0.06,0.07,0.07,1028,1028.8,0
1001,单线,1028.928,2024-01-21 01:11:00,0.08,1,0.06,1,1,58,102,1580,51392,102_1580,0.08,0.06,0.08,1028,1028.95,0
1001,单线,1029.301,2024-01-21 01:11:00,0.08,1,0.09,1,1,56,102,1580,51392,102_1580,0.08,0.09,0.09,1029,1029.3,0
1001,单线,1028.86,2024-01-21 01:11:00,0.06,1,0.06,1,1,58,102,1580,51392,102_1580,0.06,0.06,0.06,1028,1028.85,0
1001,单线,1029.031,2024-01-21 01:11:00,0.08,1,0.08,1,1,57,102,1580,51392,102_1580,0.08,0.08,0.08,1029,1029.05,0
1001,单线,1028.506,2024-01-21 01:11:00,0.07,1,0.08,1,1,60,102,1580,51392,102_1580,0.07,0.08,0.08,1028,1028.5,0
1001,单线,1029.27,2024-01-21 01:11:00,0.09,2,0.1,1,2,56,102,1580,51392,102_1580,0.09,0.1,0.1,1029,1029.25,0
1001,单线,1028.724,2024-01-21 01:11:00,0.07,1,0.06,1,1,59,102,1580,51392,102_1580,0.07,0.06,0.07,1028,1028.7,0
1001,单线,1029.401,2024-01-21 01:11:00,0.08,1,0.07,1,1,56,102,1580,51392,102_1580,0.08,0.07,0.08,1029,1029.4,0
1001,单线,1029.063,2024-01-21 01:11:00,0.08,1,0.05,1,1,57,102,1580,51392,102_1580,0.08,0.05,0.08,1029,1029.05,0
1001,单线,1028.76,2024-01-21 01:11:00,0.08,1,0.08,1,1,59,102,1580,51392,102_1580,0.08,0.08,0.08,1028,1028.75,0
1001,单线,1029.366,2024-01-21 01:11:00,0.07,1,0.06,1,1,56,102,1580,51392,102_1580,0.07,0.06,0.07,1029,1029.35,0
1001,单线,1029.098,2024-01-21 01:11:00,0.09,2,0.06,1,2,57,102,1580,51392,102_1580,0.09,0.06,0.09,1029,1029.1,0
1001,单线,1028.474,2024-01-21 01:11:00,0.1,2,0.09,1,2,60,102,1580,51392,102_1580,0.1,0.09,0.1,1028,1028.45,0
1001,单线,1028.654,2024-01-21 01:11:00,0.06,1,0.08,1,1,59,102,1580,51392,102_1580,0.06,0.08,0.08,1028,1028.65,0
1001,单线,1028.543,2024-01-21 01:11:00,0.06,1,0.08,1,1,60,102,1580,51392,102_1580,0.06,0.08,0.08,1028,1028.55,0
1001,单线,1028.107,2024-01-21 01:12:00,0.07,1,0.06,1,1,62,102,1580,51392,102_1580,0.07,0.06,0.07,1028,1028.1,0
1001,单线,1027.585,2024-01-21 01:12:00,0.07,1,0.06,1,1,64,102,1580,51392,102_1580,0.07,0.06,0.07,1027,1027.6,0
1001,单线,1027.512,2024-01-21 01:12:00,0.07,1,0.06,1,1,62,102,1580,51392,102_1580,0.07,0.06,0.07,1027,1027.5,0
1001,单线,1027.926,2024-01-21 01:12:00,0.06,1,0.08,1,1,63,102,1580,51392,102_1580,0.06,0.08,0.08,1027,1027.95,0
1001,单线,1027.853,2024-01-21 01:12:00,0.08,1,0.06,1,1,63,102,1580,51392,102_1580,0.08,0.06,0.08,1027,1027.85,0
1001,单线,1028.072,2024-01-21 01:12:00,0.07,1,0.08,1,1,62,102,1580,51392,102_1580,0.07,0.08,0.08,1028,1028.05,0
1001,单线,1027.63,2024-01-21 01:12:00,0.06,1,0.06,1,1,64,102,1580,51392,102_1580,0.06,0.06,0.06,1027,1027.65,0
1001,单线,1028.251,2024-01-21 01:12:00,0.07,1,0.07,1,1,61,102,1580,51392,102_1580,0.07,0.07,0.07,1028,1028.25,0
1001,单线,1027.472,2024-01-21 01:12:00,0.06,1,0.06,1,1,61,102,1580,51392,102_1580,0.06,0.06,0.06,1027,1027.45,0
1001,单线,1027.546,2024-01-21 01:12:00,0.08,1,0.06,1,1,63,102,1580,51392,102_1580,0.08,0.06,0.08,1027,1027.55,0
1001,单线,1027.439,2024-01-21 01:12:00,0.06,1,0.07,1,1,60,102,1580,51392,102_1580,0.06,0.07,0.07,1027,1027.45,0
1001,单线,1027.736,2024-01-21 01:12:00,0.06,1,0.07,1,1,64,102,1580,51392,102_1580,0.06,0.07,0.07,1027,1027.75,0
1001,单线,1027.78,2024-01-21 01:12:00,0.06,1,0.07,1,1,63,102,1580,51392,102_1580,0.06,0.07,0.07,1027,1027.8,0
1001,单线,1028.179,2024-01-21 01:12:00,0.06,1,0.08,1,1,62,102,1580,51392,102_1580,0.06,0.08,0.08,1028,1028.2,0
1001,单线,1028.436,2024-01-21 01:12:00,0.08,1,0.07,1,1,61,102,1580,51392,102_1580,0.08,0.07,0.08,1028,1028.45,0
1001,单线,1028.289,2024-01-21 01:12:00,0.09,2,0.07,1,2,61,102,1580,51392,102_1580,0.09,0.07,0.09,1028,1028.3,0
1001,单线,1027.96,2024-01-21 01:12:00,0.08,1,0.08,1,1,63,102,1580,51392,102_1580,0.08,0.08,0.08,1027,1027.95,0
1001,单线,1028.218,2024-01-21 01:12:00,0.06,1,0.07,1,1,62,102,1580,51392,102_1580,0.06,0.07,0.07,1028,1028.2,0
1001,单线,1028.0,2024-01-21 01:12:00,0.08,1,0.06,1,1,63,102,1580,51392,102_1580,0.08,0.06,0.08,1028,1028.0,0
1001,单线,1028.331,2024-01-21 01:12:00,0.06,1,0.06,1,1,61,102,1580,51392,102_1580,0.06,0.06,0.06,1028,1028.35,0
1001,单线,1027.705,2024-01-21 01:12:00,0.07,1,0.06,1,1,64,102,1580,51392,102_1580,0.07,0.06,0.07,1027,1027.7,0
1001,单线,1028.145,2024-01-21 01:12:00,0.07,1,0.08,1,1,62,102,1580,51392,102_1580,0.07,0.08,0.08,1028,1028.15,0
1001,单线,1027.814,2024-01-21 01:12:00,0.08,1,0.07,1,1,63,102,1580,51392,102_1580,0.08,0.07,0.08,1027,1027.8,0
1001,单线,1028.402,2024-01-21 01:12:00,0.08,1,0.06,1,1,61,102,1580,51392,102_1580,0.08,0.06,0.08,1028,1028.4,0
1001,单线,1027.665,2024-01-21 01:12:00,0.06,1,0.06,1,1,64,102,1580,51392,102_1580,0.06,0.06,0.06,1027,1027.65,0
1001,单线,1027.888,2024-01-21 01:12:00,0.06,1,0.07,1,1,63,102,1580,51392,102_1580,0.06,0.07,0.07,1027,1027.9,0
1001,单线,1028.033,2024-01-21 01:12:00,0.06,1,0.06,1,1,62,102,1580,51392,102_1580,0.06,0.06,0.06,1028,1028.05,0
1001,单线,1027.402,2024-01-21 01:12:00,0.06,1,0.06,1,1,59,102,1580,51392,102_1580,0.06,0.06,0.06,1027,1027.4,0
1001,单线,1028.364,2024-01-21 01:12:00,0.06,1,0.06,1,1,61,102,1580,51392,102_1580,0.06,0.06,0.06,1028,1028.35,0
1001,单线,1026.984,2024-01-21 01:13:00,0.07,1,0.07,1,1,60,102,1580,51392,102_1580,0.07,0.07,0.07,1026,1027.0,0
1001,单线,1026.556,2024-01-21 01:13:00,0.09,2,0.08,1,2,62,102,1580,51392,102_1580,0.09,0.08,0.09,1026,1026.55,0
1001,单线,1026.4,2024-01-21 01:13:00,0.08,1,0.06,1,1,63,102,1580,51392,102_1580,0.08,0.06,0.08,1026,1026.4,0
1001,单线,1026.663,2024-01-21 01:13:00,0.1,2,0.08,1,2,62,102,1580,51392,102_1580,0.1,0.08,0.1,1026,1026.65,0
1001,单线,1027.266,2024-01-21 01:13:00,0.06,1,0.06,1,1,59,102,1580,51392,102_1580,0.06,0.06,0.06,1027,1027.25,0
