日期,线号,行别,里程,设备ID,车速,数据等级,corrected_level,level_is_correct,event_type,event_confidence,event_reason,prior_high_count_3d,prior_device_count_3d,trend_slope_3d,q1_reliability_score,q1_device_status
2024-01-08 00:17:00,3001,上行,3001.587,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.649,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.246,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.277,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.339,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.029,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.37,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.463,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.742,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.308,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.805,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3000.812,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3000.998,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3000.843,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.556,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.432,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.836,240_66,73,1,3,0,设备或干扰,0.7,仅同设备重复,1,1,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3000.718,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3000.656,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.68,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.06,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.215,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3000.936,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3000.905,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.773,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.711,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3000.781,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3000.687,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.153,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.618,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.122,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.401,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.525,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.494,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3000.874,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.091,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:17:00,3001,上行,3001.184,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:18:00,3001,上行,3000.594,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:18:00,3001,上行,3000.0,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:18:00,3001,上行,3000.625,240_66,72,1,3,0,设备或干扰,0.7,仅同设备重复,1,1,0.0,42.21,abnormal
2024-01-08 00:18:00,3001,上行,3000.283,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:18:00,3001,上行,3000.159,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:18:00,3001,上行,3000.376,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:18:00,3001,上行,3000.097,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:18:00,3001,上行,3000.19,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:18:00,3001,上行,3000.563,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:18:00,3001,上行,3000.252,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:18:00,3001,上行,3000.314,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:18:00,3001,上行,3000.47,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:18:00,3001,上行,3000.501,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:18:00,3001,上行,3000.221,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:18:00,3001,上行,3000.532,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:18:00,3001,上行,3000.034,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:18:00,3001,上行,3000.407,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:18:00,3001,上行,3000.345,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:18:00,3001,上行,3000.438,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:18:00,3001,上行,3000.065,240_66,72,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 00:18:00,3001,上行,3000.128,240_66,73,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-08 01:02:00,3001,上行,3062.899,239_8055,63,2,3,0,设备或干扰,0.7,孤立高值,0,0,0.0,99.37,normal
2024-01-08 07:29:00,3001,上行,3080.634,240_635,115,2,3,0,设备或干扰,0.7,仅同设备重复,1,1,0.0,89.24,normal
2024-01-08 07:56:00,3001,上行,3057.349,240_635,76,2,3,0,设备或干扰,0.7,孤立高值,0,0,0.0,89.24,normal
2024-01-08 12:02:00,4001,单线,4079.095,105_1155,118,2,3,0,设备或干扰,0.7,孤立高值,0,0,0.0,56.62,normal
2024-01-08 12:03:00,4001,单线,4078.004,105_1155,119,2,3,0,线路问题,0.85,3天窗口复现,2,2,-2.186136330424091e-08,56.62,normal
2024-01-09 07:25:00,4001,单线,4000.039,105_1118,135,2,3,0,设备或干扰,0.7,仅同设备重复,1,1,3.858917959404181e-08,100.0,normal
2024-01-10 16:56:00,4001,单线,4038.414,103_6418,74,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 17:04:00,4001,单线,4047.46,103_6418,67,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 17:15:00,4001,单线,4055.383,103_6418,72,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 17:16:00,4001,单线,4056.583,103_6418,76,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 17:23:00,4001,单线,4064.737,103_6418,72,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 17:24:00,4001,单线,4066.906,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 17:24:00,4001,单线,4066.679,103_6418,76,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 17:31:00,4001,单线,4075.452,103_6418,73,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 18:11:00,4001,单线,4093.643,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 18:12:00,4001,单线,4094.783,103_6418,72,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 18:12:00,4001,单线,4095.32,103_6418,72,2,4,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 18:13:00,4001,单线,4096.718,103_6418,76,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 18:13:00,4001,单线,4096.685,103_6418,76,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 18:14:00,4001,单线,4097.601,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 18:14:00,4001,单线,4098.321,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 18:14:00,4001,单线,4098.383,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 18:14:00,4001,单线,4097.913,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 18:14:00,4001,单线,4097.344,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 18:14:00,4001,单线,4097.442,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 18:14:00,4001,单线,4098.196,103_6418,77,4,4,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 18:14:00,4001,单线,4098.451,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 18:14:00,4001,单线,4098.29,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 18:15:00,4001,单线,4098.608,103_6418,76,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 18:15:00,4001,单线,4098.891,103_6418,76,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 18:15:00,4001,单线,4098.546,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-10 18:15:00,4001,单线,4098.482,103_6418,77,3,3,1,设备或干扰,0.7,仅同设备重复,1,1,-0.00016666666666666682,0.0,abnormal
2024-01-10 18:15:00,4001,单线,4099.206,103_6418,76,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-11 02:27:00,4001,单线,4027.487,101_1222,136,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-11 02:27:00,4001,单线,4026.291,101_1222,137,2,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-11 02:32:00,4001,单线,4038.676,101_1222,137,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-11 03:20:00,4001,单线,4075.43,101_1222,135,2,3,0,设备或干扰,0.7,仅同设备重复,1,1,-1.4148273910582915e-06,0.0,abnormal
2024-01-11 03:20:00,4001,单线,4075.461,101_1222,135,1,3,0,设备或干扰,0.7,仅同设备重复,1,1,-1.980758347481607e-06,0.0,abnormal
2024-01-11 03:21:00,4001,单线,4078.069,101_1222,139,2,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-11 03:21:00,4001,单线,4078.024,101_1222,139,2,3,0,设备或干扰,0.7,仅同设备重复,1,1,2.632964718272775e-07,0.0,abnormal
2024-01-11 03:22:00,4001,单线,4078.605,101_1222,139,2,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-11 03:23:00,4001,单线,4082.622,101_1222,136,2,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-11 07:31:00,3001,上行,3067.708,240_71,113,3,3,1,设备或干扰,0.7,孤立高值,0,0,0.0,79.2,normal
2024-01-11 07:36:00,4001,单线,4000.04,105_1118,136,2,3,0,设备或干扰,0.7,仅同设备重复,1,1,-5.765017871555399e-08,100.0,normal
2024-01-12 16:20:00,4001,单线,4099.94,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:21:00,4001,单线,4099.468,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:21:00,4001,单线,4099.092,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:22:00,4001,单线,4097.291,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:22:00,4001,单线,4097.769,103_6418,78,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:22:00,4001,单线,4097.322,103_6418,77,3,3,1,设备或干扰,0.7,仅同设备重复,1,1,-1.204238921001928e-07,0.0,abnormal
2024-01-12 16:22:00,4001,单线,4097.353,103_6418,77,3,4,0,设备或干扰,0.7,仅同设备重复,1,1,1.80635838150289e-07,0.0,abnormal
2024-01-12 16:22:00,4001,单线,4097.415,103_6418,77,3,3,1,设备或干扰,0.7,仅同设备重复,1,1,-6.02119460500964e-08,0.0,abnormal
2024-01-12 16:22:00,4001,单线,4098.552,103_6418,78,3,4,0,设备或干扰,0.7,仅同设备重复,1,1,3.0116853391157687e-07,0.0,abnormal
2024-01-12 16:22:00,4001,单线,4098.427,103_6418,78,3,3,1,不确定,0.55,"3天窗口复现,仅同设备重复,线路与设备信号冲突",2,1,-8.597591486625893e-23,0.0,abnormal
2024-01-12 16:22:00,4001,单线,4097.446,103_6418,77,3,4,0,设备或干扰,0.7,仅同设备重复,1,1,1.80635838150289e-07,0.0,abnormal
2024-01-12 16:23:00,4001,单线,4097.197,103_6418,77,3,4,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:23:00,4001,单线,4096.626,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:23:00,4001,单线,4096.563,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:23:00,4001,单线,4096.879,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:23:00,4001,单线,4097.066,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:23:00,4001,单线,4096.91,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:23:00,4001,单线,4097.097,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:23:00,4001,单线,4097.165,103_6418,77,2,4,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:23:00,4001,单线,4096.816,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:24:00,4001,单线,4095.581,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:24:00,4001,单线,4095.107,103_6418,77,3,4,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:24:00,4001,单线,4095.075,103_6418,77,3,4,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:24:00,4001,单线,4095.767,103_6418,76,3,4,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:24:00,4001,单线,4095.992,103_6418,76,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:24:00,4001,单线,4095.643,103_6418,76,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:24:00,4001,单线,4095.267,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:24:00,4001,单线,4095.928,103_6418,76,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:24:00,4001,单线,4095.865,103_6418,76,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:24:00,4001,单线,4095.705,103_6418,76,2,4,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:24:00,4001,单线,4095.736,103_6418,76,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:26:00,4001,单线,4092.238,103_6418,74,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:26:00,4001,单线,4092.615,103_6418,75,3,4,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:27:00,4001,单线,4091.617,103_6418,74,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:27:00,4001,单线,4091.741,103_6418,74,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:27:00,4001,单线,4091.71,103_6418,74,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:29:00,4001,单线,4089.629,103_6418,78,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:29:00,4001,单线,4089.219,103_6418,78,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:30:00,4001,单线,4087.661,103_6418,75,3,4,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:30:00,4001,单线,4087.818,103_6418,75,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:30:00,4001,单线,4087.85,103_6418,76,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:30:00,4001,单线,4087.693,103_6418,75,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:30:00,4001,单线,4088.351,103_6418,78,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:30:00,4001,单线,4087.188,103_6418,75,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:30:00,4001,单线,4087.629,103_6418,75,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:30:00,4001,单线,4087.725,103_6418,75,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:30:00,4001,单线,4087.22,103_6418,75,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:30:00,4001,单线,4088.133,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:30:00,4001,单线,4087.787,103_6418,75,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:30:00,4001,单线,4088.102,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:30:00,4001,单线,4088.164,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:30:00,4001,单线,4087.441,103_6418,75,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:31:00,4001,单线,4086.207,103_6418,75,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:31:00,4001,单线,4086.907,103_6418,75,3,4,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:31:00,4001,单线,4086.176,103_6418,75,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:31:00,4001,单线,4086.336,103_6418,75,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:31:00,4001,单线,4086.114,103_6418,75,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:31:00,4001,单线,4085.922,103_6418,75,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:31:00,4001,单线,4085.891,103_6418,75,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:31:00,4001,单线,4087.125,103_6418,75,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:31:00,4001,单线,4085.984,103_6418,75,3,4,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:32:00,4001,单线,4085.542,103_6418,75,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:32:00,4001,单线,4084.697,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:32:00,4001,单线,4085.829,103_6418,75,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:32:00,4001,单线,4084.666,103_6418,77,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:32:00,4001,单线,4084.853,103_6418,76,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:32:00,4001,单线,4085.798,103_6418,75,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:32:00,4001,单线,4084.915,103_6418,76,3,3,1,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:32:00,4001,单线,4084.728,103_6418,77,3,4,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:32:00,4001,单线,4085.638,103_6418,75,3,4,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
2024-01-12 16:32:00,4001,单线,4085.478,103_6418,75,3,4,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,0.0,abnormal
